system,system_label,method,kcut,temperature_K,coanion,salt,quantity,x_Cl,x_I,x_coanion,mu_ex,mu_ex_units,mu_ex_kBT,mu_ex_eV,mu_ex_kJ_mol,mu_ex_raw_kBT,mu_ex_reference_kBT,reference_x_Cl,reference_x_coanion,source_s0_csv,source_split,mu_ex_std_split1_to3,mu_ex_se_split1_to3,mu_ex_kBT_std_split1_to3,mu_ex_kBT_se_split1_to3,mu_ex_uncertainty_n_splits
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.025,0.025,1.2442368848386929,kJ/mol,0.5019195048484814,0.012895606590518584,1.2442368848386929,0.5108965548760005,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.05735069126441715,0.033111437039722365,0.023135008223041226,0.013357003225277058,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0275,0.0275,1.4573915048481565,kJ/mol,0.5879051098686912,0.015104798550737542,1.4573915048481565,0.5968821598962103,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.06187574069696368,0.03572397554769947,0.02496039259982183,0.014410889386585878,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.03,0.03,1.6775762105218301,kJ/mol,0.6767266194972749,0.01738685221448577,1.6775762105218301,0.685703669524794,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.06730859897948295,0.03886063773958105,0.0271519829410996,0.015676204660075983,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0325,0.0325,1.9033254716369934,kJ/mol,0.7677928455025607,0.019726578431345843,1.9033254716369934,0.7767698955300798,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.0725530553215248,0.04188852602041215,0.02926757279579059,0.016897641032176666,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.034999999999999996,0.034999999999999996,2.13355334855538,kJ/mol,0.8606657247695781,0.022112722230076542,2.13355334855538,0.8696427747970973,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.07667399763063412,0.04426775317189134,0.030929942195461278,0.017857410452569136,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0375,0.0375,2.367544356290871,kJ/mol,0.9550566339064831,0.02453786813134684,2.367544356290871,0.9640336839340022,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.07906585599808778,0.04564869324420417,0.03189480699097456,0.01841447540199032,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.04,0.04,2.6049260247705037,kJ/mol,1.050815320178551,0.026998155754881736,2.6049260247705037,1.0597923702060703,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.07955639109561986,0.04593190381481128,0.032092686620058236,0.018528721259108923,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0425,0.0425,2.8456270186979142,kJ/mol,1.1479130072514157,0.029492845762433717,2.8456270186979142,1.156890057278935,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.07847773696362713,0.04530914256134277,0.03165756244520886,0.018277502199628724,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.045,0.045,3.089825210982331,kJ/mol,1.2464214482483074,0.032023781676798535,3.089825210982331,1.2553984982758266,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.07668477695520816,0.044273976617835845,0.03093429052600726,0.01785992096238038,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0475,0.0475,3.3378903498650674,kJ/mol,1.346489797929433,0.034594795668454026,3.3378903498650674,1.3554668479569523,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.075433060652323,0.04355129787341605,0.030429353857909392,0.017568395641130365,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.05,0.05,3.5903259066752646,kJ/mol,1.448321154340918,0.03721110585001952,3.5903259066752646,1.4572982043684373,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.07598429473918793,0.04386955302185402,0.030651719183440385,0.017696778321684124,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.052500000000000005,0.052500000000000005,3.847714352244942,kJ/mol,1.552150483569332,0.03987874910626488,3.847714352244942,1.5611275335968513,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.07897538375297383,0.04559645906913344,0.031858310898451106,0.018393404373147536,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.055,0.055,4.11066950688774,kJ/mol,1.658225397939661,0.042604087236441046,4.11066950688774,1.6672024479671803,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.08398725431657449,0.04849006388817184,0.03388007670711642,0.019560671407018837,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0575,0.0575,4.379798818170191,kJ/mol,1.7667909390396686,0.04539341599092949,4.379798818170191,1.7757679890671878,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.08971536818772896,0.05179719197363171,0.03619077181104624,0.020894751847287868,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.06,0.06,4.655677440285093,kJ/mol,1.8780791214569132,0.048252696422878216,4.655677440285093,1.8870561714844325,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.09450585100811691,0.054562978519530965,0.0381232308102071,0.022010457570651305,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0625,0.0625,4.938834955546186,kJ/mol,1.9923035762900452,0.051187417266191915,4.938834955546186,2.0012806263175644,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.09680398032409077,0.055889804098741044,0.03905028573230955,0.02254569297948072,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.065,0.065,5.229754496222965,kJ/mol,2.10965919690096,0.05420258583399118,5.229754496222965,2.1186362469284794,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.09538782704251948,0.05507218762041209,0.03847901593430172,0.022215870207821,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0675,0.0675,5.528883012617002,kJ/mol,2.230326281010125,0.05730283443972439,5.528883012617002,2.2393033310376445,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.08947027136387473,0.05165568525640194,0.036091900866157905,0.020837668680641554,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.07,0.07,5.836650504811653,kJ/mol,2.3544782886970093,0.06049261972020758,5.836650504811653,2.3634553387245285,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.07875481162055366,0.045469111689104925,0.03176933310263358,0.018342033018780388,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.07250000000000001,0.07250000000000001,6.153495319243943,kJ/mol,2.4822920469222214,0.06377648481611686,6.153495319243943,2.4912690969497406,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.06351126643081158,0.03666824677040311,0.02562015624812936,0.014791804106537758,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.07500000000000001,0.07500000000000001,6.479892060356701,kJ/mol,2.613959008961136,0.0671593486558777,6.479892060356701,2.6229360589886555,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.04485713424617513,0.025898278532104392,0.018095164099464007,0.010447247863855997,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.07750000000000001,0.07750000000000001,6.816378399942668,kJ/mol,2.7496960691714687,0.0706467838149365,6.816378399942668,2.758673119198988,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.026578043805293262,0.015344840745519731,0.010721462085833845,0.006190039021362537,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.08,0.08,7.16357704603872,kJ/mol,2.889754425145368,0.0742452442073045,7.16357704603872,2.8987314751728874,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.024435490473254627,0.014107837002514096,0.009857165808627905,0.005691037333058096,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0825,0.0825,7.522209372530543,kJ/mol,3.0344250758300015,0.07796220634645579,7.522209372530543,3.043402125857521,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.044088698153738545,0.02545462174728111,0.01778518047197046,0.010268278733078222,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.085,0.085,7.8930976989509904,kJ/mol,3.18403974118785,0.08180619297377233,7.8930976989509904,3.1930167912153693,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.06856438520783692,0.039585666256565843,0.027658561398635567,0.01596867786890004,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0875,0.0875,8.277153916146844,kJ/mol,3.3389662738423733,0.0857866551718871,8.277153916146844,3.3479433238698926,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.09226515868223188,0.053269314202010115,0.03721934570888087,0.021488599264084116,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.09,0.09,8.675353017679212,kJ/mol,3.4995979817652154,0.08991369803698035,8.675353017679212,3.5085750317927347,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.11311575542128896,0.06530741184206905,0.04563038167685889,0.02634471314435985,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0925,0.0925,9.088691102163898,kJ/mol,3.6663366866111735,0.09419764540371033,9.088691102163898,3.6753137366386928,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.1299771935047242,0.0750423676584646,0.05243220917208546,0.030271750079710304,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.095,0.095,9.518128440200105,kJ/mol,3.8395697571759695,0.09864844977551002,9.518128440200105,3.8485468072034887,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.1424380731826099,0.08223665989483145,0.057458871405066614,0.033173894873047303,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0975,0.0975,9.964519254764419,kJ/mol,4.019641783126299,0.10327496454965514,9.964519254764419,4.028618833153818,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.15100577148949917,0.08718322281864947,0.060915041965741296,0.03516931587661809,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.1,0.1,10.428530838793982,kJ/mol,4.206821947400461,0.10808410573008587,10.428530838793982,4.21579899742798,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.15749023364746548,0.09092702879110126,0.0635308445313093,0.036679550191995695,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0,0.0,-0.06994663443334379,kJ/mol,-0.028216154454505753,-0.0007249457808029546,-0.06994663443334379,-0.019239104426986613,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.05770014580149622,0.0333131947107745,0.023275976595185682,0.013438391352881883,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0025,0.0025,-0.006488789835820513,kJ/mol,-0.0026175483311468616,-6.725156760012396e-05,-0.006488789835820513,0.00635950169637228,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.06568995835150998,0.03792611513729959,0.026499030667766876,0.015299222489299356,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.005,0.005,0.07951756687237639,kJ/mol,0.032077025104840395,0.0008241415054612844,0.07951756687237639,0.041054075132359535,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.06968187535884379,0.040230849496066416,0.028109351847063032,0.016228941855647747,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0075,0.0075,0.18725431316013957,kJ/mol,0.07553753894240521,0.0019407541958571528,0.18725431316013957,0.08451458896992435,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.06885762460769654,0.039754968103011795,0.02777685283989813,0.016036973464355807,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.01,0.01,0.315397086201296,kJ/mol,0.12722975123610109,0.0032688604501345257,0.315397086201296,0.13620680126362023,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.06496756558588404,0.03750904147960482,0.02620762070906267,0.015130976871196945,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0125,0.0125,0.4622431783692382,kJ/mol,0.18646679746739278,0.004790812947305767,0.4622431783692382,0.19544384749491192,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.05993105154199846,0.034601208740590146,0.02417591383244391,0.01395797035906669,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.015,0.015,0.6258425870259418,kJ/mol,0.2524620554339837,0.006486401334200309,0.6258425870259418,0.26143910546150284,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.055253000545727335,0.03190033473861022,0.02228880932017995,0.012868450060922135,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0175,0.0175,0.8041258310664104,kJ/mol,0.32438070586297657,0.008334176950597794,0.8041258310664104,0.3333577558904957,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.05188360133462496,0.02995501119707295,0.020929608990820952,0.012083715384884088,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.02,0.02,0.9950226792958113,kJ/mol,0.4013876268986428,0.010312683362144526,0.9950226792958113,0.41036467692616196,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.050233340493038514,0.029002232655949915,0.02026390126701618,0.01169936885134379,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0225,0.0225,1.1965667503541355,kJ/mol,0.48268958923667127,0.012401540462178673,1.1965667503541355,0.4916666392641904,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.0502639140761752,0.02901988432240397,0.02027623451151036,0.011706489453372486,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.025,0.025,1.4069819815099507,kJ/mol,0.5675701372426061,0.014582340657625538,1.4069819815099507,0.5765471872701252,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.05160575676530376,0.02979459756018248,0.020817527754235017,0.012019005252770094,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0275,0.0275,1.6247481852035384,kJ/mol,0.6554160341634238,0.016839328314688373,1.6247481852035384,0.6643930841909429,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.05366841018960715,0.030985471069948943,0.021649592771769557,0.012499398214626931,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.03,0.03,1.848644212366667,kJ/mol,0.7457346740145713,0.019159847115133744,1.848644212366667,0.7547117240420904,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.05574063120366736,0.03218186843023701,0.022485517311531537,0.012982019472680724,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0325,0.0325,2.0777685806390065,kJ/mol,0.8381624029087223,0.021534553852688987,2.0777685806390065,0.8471394529362415,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.05709011297686543,0.032960992095259406,0.02302989212605373,0.013296314418385165,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.034999999999999996,0.034999999999999996,2.3115386926543433,kJ/mol,0.9324642037159886,0.02395741033114973,2.3115386926543433,0.9414412537435077,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.057062996844160364,0.032945336588742755,0.02301895360135098,0.013289999058203494,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.01,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0375,0.0375,2.5496709375827473,kJ/mol,1.0285256691164595,0.0264254771313972,2.5496709375827473,1.0375027191439787,0.008977050027519142,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.05517534022512447,0.0318554975316048,0.02225748149977984,0.012850362935381008,3
