system,x_NaCl,pair,r_A,g_r,g_r_block_sd
cl4256,0.014925373,Mg-Cl,7.69000,0.95280453,0.00570913
cl4256,0.014925373,Mg-Cl,7.71000,0.95647992,0.00440939
cl4256,0.014925373,Mg-Cl,7.73000,0.95800236,0.00201632
cl4256,0.014925373,Mg-Cl,7.75000,0.96806203,0.00284389
cl4256,0.014925373,Mg-Cl,7.77000,0.97178467,0.00469830
cl4256,0.014925373,Mg-Cl,7.79000,0.97578484,0.00249208
cl4256,0.014925373,Mg-Cl,7.81000,0.97954980,0.00756112
cl4256,0.014925373,Mg-Cl,7.83000,0.98363518,0.00783132
cl4256,0.014925373,Mg-Cl,7.85000,0.98636722,0.00466335
cl4256,0.014925373,Mg-Cl,7.87000,0.99215968,0.00368442
cl4256,0.014925373,Mg-Cl,7.89000,0.99925313,0.00410841
cl4256,0.014925373,Mg-Cl,7.91000,1.00123054,0.00317065
cl4256,0.014925373,Mg-Cl,7.93000,1.00860934,0.00328783
cl4256,0.014925373,Mg-Cl,7.95000,1.01603648,0.00339655
cl4256,0.014925373,Mg-Cl,7.97000,1.01890341,0.00203456
cl4256,0.014925373,Mg-Cl,7.99000,1.02017764,0.00407099
cl4256,0.014925373,Na-Cl,0.01000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.03000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.05000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.07000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.09000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.11000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.13000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.15000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.17000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.19000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.21000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.23000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.25000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.27000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.29000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.31000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.33000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.35000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.37000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.39000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.41000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.43000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.45000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.47000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.49000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.51000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.53000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.55000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.57000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.59000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.61000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.63000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.65000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.67000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.69000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.71000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.73000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.75000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.77000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.79000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.81000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.83000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.85000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.87000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.89000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.91000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.93000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.95000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.97000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,0.99000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.01000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.03000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.05000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.07000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.09000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.11000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.13000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.15000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.17000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.19000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.21000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.23000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.25000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.27000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.29000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.31000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.33000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.35000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.37000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.39000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.41000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.43000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.45000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.47000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.49000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.51000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.53000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.55000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.57000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.59000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.61000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.63000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.65000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.67000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.69000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.71000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.73000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.75000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.77000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.79000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.81000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.83000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.85000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.87000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.89000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.91000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.93000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.95000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.97000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,1.99000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,2.01000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,2.03000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,2.05000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,2.07000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,2.09000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,2.11000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,2.13000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,2.15000,0.00903520,0.01237790
cl4256,0.014925373,Na-Cl,2.17000,0.00443471,0.00989633
cl4256,0.014925373,Na-Cl,2.19000,0.00000000,0.00000000
cl4256,0.014925373,Na-Cl,2.21000,0.05558323,0.03573937
cl4256,0.014925373,Na-Cl,2.23000,0.11757997,0.02801416
cl4256,0.014925373,Na-Cl,2.25000,0.16087356,0.07498649
cl4256,0.014925373,Na-Cl,2.27000,0.19047207,0.02316082
cl4256,0.014925373,Na-Cl,2.29000,0.21503443,0.09773450
cl4256,0.014925373,Na-Cl,2.31000,0.32481748,0.05603458
cl4256,0.014925373,Na-Cl,2.33000,0.39619654,0.07264170
cl4256,0.014925373,Na-Cl,2.35000,0.49535998,0.15523561
cl4256,0.014925373,Na-Cl,2.37000,0.64690118,0.13291259
cl4256,0.014925373,Na-Cl,2.39000,0.82622450,0.13181017
cl4256,0.014925373,Na-Cl,2.41000,0.90604951,0.15807426
cl4256,0.014925373,Na-Cl,2.43000,1.14228767,0.15665161
cl4256,0.014925373,Na-Cl,2.45000,1.18981515,0.12119435
cl4256,0.014925373,Na-Cl,2.47000,1.48552997,0.21724251
cl4256,0.014925373,Na-Cl,2.49000,1.55943734,0.12760440
cl4256,0.014925373,Na-Cl,2.51000,1.74682276,0.20080678
cl4256,0.014925373,Na-Cl,2.53000,1.77803852,0.21206274
cl4256,0.014925373,Na-Cl,2.55000,2.10352017,0.22535240
cl4256,0.014925373,Na-Cl,2.57000,2.17524394,0.18407647
cl4256,0.014925373,Na-Cl,2.59000,2.19781424,0.20987584
cl4256,0.014925373,Na-Cl,2.61000,2.26542279,0.21963722
cl4256,0.014925373,Na-Cl,2.63000,2.34884292,0.11968334
cl4256,0.014925373,Na-Cl,2.65000,2.36407520,0.08794233
cl4256,0.014925373,Na-Cl,2.67000,2.29656888,0.19551909
cl4256,0.014925373,Na-Cl,2.69000,2.35200920,0.22210182
cl4256,0.014925373,Na-Cl,2.71000,2.41978608,0.22156888
cl4256,0.014925373,Na-Cl,2.73000,2.39006527,0.20138014
cl4256,0.014925373,Na-Cl,2.75000,2.47140375,0.21722581
cl4256,0.014925373,Na-Cl,2.77000,2.46306074,0.07387798
cl4256,0.014925373,Na-Cl,2.79000,2.30178624,0.12568624
cl4256,0.014925373,Na-Cl,2.81000,2.30616289,0.13559888
cl4256,0.014925373,Na-Cl,2.83000,2.36754988,0.15147249
cl4256,0.014925373,Na-Cl,2.85000,2.18275080,0.13736893
cl4256,0.014925373,Na-Cl,2.87000,2.22595783,0.17355802
cl4256,0.014925373,Na-Cl,2.89000,2.16275167,0.06957088
cl4256,0.014925373,Na-Cl,2.91000,2.10106687,0.22821473
cl4256,0.014925373,Na-Cl,2.93000,2.05545394,0.05653783
cl4256,0.014925373,Na-Cl,2.95000,2.08286919,0.16882950
cl4256,0.014925373,Na-Cl,2.97000,1.94837820,0.08893581
cl4256,0.014925373,Na-Cl,2.99000,1.98313218,0.15186950
cl4256,0.014925373,Na-Cl,3.01000,1.82779113,0.09752716
cl4256,0.014925373,Na-Cl,3.03000,1.82876197,0.09343476
cl4256,0.014925373,Na-Cl,3.05000,1.84750902,0.14103568
cl4256,0.014925373,Na-Cl,3.07000,1.71494676,0.16134710
cl4256,0.014925373,Na-Cl,3.09000,1.71468976,0.17169579
cl4256,0.014925373,Na-Cl,3.11000,1.62361679,0.16870359
cl4256,0.014925373,Na-Cl,3.13000,1.59440781,0.11330658
cl4256,0.014925373,Na-Cl,3.15000,1.66472263,0.10992527
cl4256,0.014925373,Na-Cl,3.17000,1.53987763,0.10085529
cl4256,0.014925373,Na-Cl,3.19000,1.44880481,0.14606701
cl4256,0.014925373,Na-Cl,3.21000,1.38419476,0.06418552
cl4256,0.014925373,Na-Cl,3.23000,1.35909968,0.10067945
cl4256,0.014925373,Na-Cl,3.25000,1.41755210,0.08490833
cl4256,0.014925373,Na-Cl,3.27000,1.31628825,0.11611916
cl4256,0.014925373,Na-Cl,3.29000,1.26367715,0.17357831
cl4256,0.014925373,Na-Cl,3.31000,1.24654628,0.06554065
cl4256,0.014925373,Na-Cl,3.33000,1.30129644,0.16238435
cl4256,0.014925373,Na-Cl,3.35000,1.24486765,0.08541152
cl4256,0.014925373,Na-Cl,3.37000,1.10693822,0.06655711
cl4256,0.014925373,Na-Cl,3.39000,1.17205239,0.03851887
cl4256,0.014925373,Na-Cl,3.41000,1.02724490,0.06515747
cl4256,0.014925373,Na-Cl,3.43000,1.09695035,0.09224372
cl4256,0.014925373,Na-Cl,3.45000,1.10532275,0.13711493
cl4256,0.014925373,Na-Cl,3.47000,1.07354058,0.06960088
cl4256,0.014925373,Na-Cl,3.49000,1.02698180,0.04231664
cl4256,0.014925373,Na-Cl,3.51000,1.01192166,0.10347130
cl4256,0.014925373,Na-Cl,3.53000,1.03903239,0.11139743
cl4256,0.014925373,Na-Cl,3.55000,0.98427523,0.08386419
cl4256,0.014925373,Na-Cl,3.57000,0.97819340,0.06952998
cl4256,0.014925373,Na-Cl,3.59000,0.92519666,0.03594332
cl4256,0.014925373,Na-Cl,3.61000,0.90055194,0.08600658
cl4256,0.014925373,Na-Cl,3.63000,0.91284303,0.08678829
cl4256,0.014925373,Na-Cl,3.65000,0.86367978,0.09291503
cl4256,0.014925373,Na-Cl,3.67000,0.86204424,0.06295335
cl4256,0.014925373,Na-Cl,3.69000,0.88339850,0.06563559
cl4256,0.014925373,Na-Cl,3.71000,0.78742002,0.04102324
cl4256,0.014925373,Na-Cl,3.73000,0.85254556,0.08046743
cl4256,0.014925373,Na-Cl,3.75000,0.81526115,0.07028722
cl4256,0.014925373,Na-Cl,3.77000,0.84483538,0.06679011
cl4256,0.014925373,Na-Cl,3.79000,0.85338821,0.07659124
cl4256,0.014925373,Na-Cl,3.81000,0.85308383,0.06106215
cl4256,0.014925373,Na-Cl,3.83000,0.75593413,0.05615231
cl4256,0.014925373,Na-Cl,3.85000,0.77768659,0.06695636
cl4256,0.014925373,Na-Cl,3.87000,0.73620539,0.05278064
cl4256,0.014925373,Na-Cl,3.89000,0.81697641,0.05308352
cl4256,0.014925373,Na-Cl,3.91000,0.81000593,0.07692019
cl4256,0.014925373,Na-Cl,3.93000,0.69226423,0.08121926
cl4256,0.014925373,Na-Cl,3.95000,0.78029963,0.04720768
cl4256,0.014925373,Na-Cl,3.97000,0.76980755,0.04728960
cl4256,0.014925373,Na-Cl,3.99000,0.73062825,0.05050370
cl4256,0.014925373,Na-Cl,4.01000,0.71167036,0.11602732
cl4256,0.014925373,Na-Cl,4.03000,0.72905458,0.06230655
cl4256,0.014925373,Na-Cl,4.05000,0.71041355,0.07017542
cl4256,0.014925373,Na-Cl,4.07000,0.70723075,0.07330204
cl4256,0.014925373,Na-Cl,4.09000,0.72155315,0.06096116
cl4256,0.014925373,Na-Cl,4.11000,0.72691025,0.05148734
cl4256,0.014925373,Na-Cl,4.13000,0.70029825,0.04088758
cl4256,0.014925373,Na-Cl,4.15000,0.70932750,0.03864010
cl4256,0.014925373,Na-Cl,4.17000,0.70614250,0.04077164
cl4256,0.014925373,Na-Cl,4.19000,0.68871202,0.12289574
cl4256,0.014925373,Na-Cl,4.21000,0.72459957,0.06973339
cl4256,0.014925373,Na-Cl,4.23000,0.68391801,0.06199540
cl4256,0.014925373,Na-Cl,4.25000,0.75958202,0.10762263
cl4256,0.014925373,Na-Cl,4.27000,0.71468721,0.10551981
cl4256,0.014925373,Na-Cl,4.29000,0.72846321,0.12796908
cl4256,0.014925373,Na-Cl,4.31000,0.66888216,0.07504223
cl4256,0.014925373,Na-Cl,4.33000,0.71283888,0.08337585
cl4256,0.014925373,Na-Cl,4.35000,0.75816796,0.07856659
cl4256,0.014925373,Na-Cl,4.37000,0.72609328,0.06268879
cl4256,0.014925373,Na-Cl,4.39000,0.76391897,0.03382896
cl4256,0.014925373,Na-Cl,4.41000,0.74089921,0.06119768
cl4256,0.014925373,Na-Cl,4.43000,0.73635268,0.03127572
cl4256,0.014925373,Na-Cl,4.45000,0.72447591,0.05951762
cl4256,0.014925373,Na-Cl,4.47000,0.72950390,0.06190790
cl4256,0.014925373,Na-Cl,4.49000,0.76548909,0.07869371
cl4256,0.014925373,Na-Cl,4.51000,0.72483453,0.05043872
cl4256,0.014925373,Na-Cl,4.53000,0.76322418,0.09082305
cl4256,0.014925373,Na-Cl,4.55000,0.76056410,0.08012321
cl4256,0.014925373,Na-Cl,4.57000,0.80591626,0.05327118
cl4256,0.014925373,Na-Cl,4.59000,0.79494353,0.03016204
cl4256,0.014925373,Na-Cl,4.61000,0.82245263,0.07444165
cl4256,0.014925373,Na-Cl,4.63000,0.80269863,0.02741054
cl4256,0.014925373,Na-Cl,4.65000,0.80546643,0.07656449
cl4256,0.014925373,Na-Cl,4.67000,0.77081370,0.04469250
cl4256,0.014925373,Na-Cl,4.69000,0.77944375,0.07093556
cl4256,0.014925373,Na-Cl,4.71000,0.86132409,0.07428833
cl4256,0.014925373,Na-Cl,4.73000,0.77005011,0.05556346
cl4256,0.014925373,Na-Cl,4.75000,0.77468574,0.07755136
cl4256,0.014925373,Na-Cl,4.77000,0.77738111,0.03394726
cl4256,0.014925373,Na-Cl,4.79000,0.82096161,0.03144233
cl4256,0.014925373,Na-Cl,4.81000,0.80963567,0.06622156
cl4256,0.014925373,Na-Cl,4.83000,0.81279109,0.03331470
cl4256,0.014925373,Na-Cl,4.85000,0.79811150,0.07357956
cl4256,0.014925373,Na-Cl,4.87000,0.91219816,0.06785233
cl4256,0.014925373,Na-Cl,4.89000,0.87593237,0.10483117
cl4256,0.014925373,Na-Cl,4.91000,0.94070664,0.05747387
cl4256,0.014925373,Na-Cl,4.93000,0.88669290,0.04626213
cl4256,0.014925373,Na-Cl,4.95000,0.86334907,0.04859249
cl4256,0.014925373,Na-Cl,4.97000,0.86317797,0.03363701
cl4256,0.014925373,Na-Cl,4.99000,0.92839740,0.07278682
cl4256,0.014925373,Na-Cl,5.01000,0.84695379,0.05904356
cl4256,0.014925373,Na-Cl,5.03000,0.89388136,0.04669607
cl4256,0.014925373,Na-Cl,5.05000,0.88681514,0.03769912
cl4256,0.014925373,Na-Cl,5.07000,0.93020136,0.03978373
cl4256,0.014925373,Na-Cl,5.09000,0.91645746,0.04764463
cl4256,0.014925373,Na-Cl,5.11000,0.92449262,0.09905810
cl4256,0.014925373,Na-Cl,5.13000,0.96252826,0.07198331
cl4256,0.014925373,Na-Cl,5.15000,0.91491151,0.03315286
cl4256,0.014925373,Na-Cl,5.17000,0.95941103,0.06150748
cl4256,0.014925373,Na-Cl,5.19000,0.96366002,0.03373386
cl4256,0.014925373,Na-Cl,5.21000,0.95627569,0.05971856
cl4256,0.014925373,Na-Cl,5.23000,0.95966430,0.03931287
cl4256,0.014925373,Na-Cl,5.25000,0.97661132,0.04629381
cl4256,0.014925373,Na-Cl,5.27000,1.04966722,0.06687940
cl4256,0.014925373,Na-Cl,5.29000,0.99100120,0.05860869
cl4256,0.014925373,Na-Cl,5.31000,1.01835948,0.03095107
cl4256,0.014925373,Na-Cl,5.33000,1.01146643,0.05694443
cl4256,0.014925373,Na-Cl,5.35000,1.08563248,0.04280702
cl4256,0.014925373,Na-Cl,5.37000,1.04424921,0.02543976
cl4256,0.014925373,Na-Cl,5.39000,1.11414480,0.05058530
cl4256,0.014925373,Na-Cl,5.41000,1.05954497,0.04669269
cl4256,0.014925373,Na-Cl,5.43000,1.07795956,0.05276758
cl4256,0.014925373,Na-Cl,5.45000,1.03772154,0.03927378
cl4256,0.014925373,Na-Cl,5.47000,1.11599255,0.03081723
cl4256,0.014925373,Na-Cl,5.49000,1.09194059,0.04985696
cl4256,0.014925373,Na-Cl,5.51000,1.17138306,0.04768552
cl4256,0.014925373,Na-Cl,5.53000,1.12468481,0.06080296
cl4256,0.014925373,Na-Cl,5.55000,1.15252526,0.02485610
cl4256,0.014925373,Na-Cl,5.57000,1.16984112,0.03934858
cl4256,0.014925373,Na-Cl,5.59000,1.15079253,0.03467077
cl4256,0.014925373,Na-Cl,5.61000,1.20829153,0.06072793
cl4256,0.014925373,Na-Cl,5.63000,1.17271026,0.07519477
cl4256,0.014925373,Na-Cl,5.65000,1.18404768,0.06064216
cl4256,0.014925373,Na-Cl,5.67000,1.21403358,0.03114659
cl4256,0.014925373,Na-Cl,5.69000,1.13714357,0.04951093
cl4256,0.014925373,Na-Cl,5.71000,1.19196000,0.06884220
cl4256,0.014925373,Na-Cl,5.73000,1.20909493,0.07146770
cl4256,0.014925373,Na-Cl,5.75000,1.22722626,0.06046439
cl4256,0.014925373,Na-Cl,5.77000,1.24570484,0.06662300
cl4256,0.014925373,Na-Cl,5.79000,1.23524505,0.07941720
cl4256,0.014925373,Na-Cl,5.81000,1.25335678,0.07228567
cl4256,0.014925373,Na-Cl,5.83000,1.21466663,0.05452391
cl4256,0.014925373,Na-Cl,5.85000,1.28021024,0.09915680
cl4256,0.014925373,Na-Cl,5.87000,1.25998633,0.04151864
cl4256,0.014925373,Na-Cl,5.89000,1.25746354,0.04322807
cl4256,0.014925373,Na-Cl,5.91000,1.23999902,0.03121276
cl4256,0.014925373,Na-Cl,5.93000,1.23758741,0.05564979
cl4256,0.014925373,Na-Cl,5.95000,1.28944786,0.04867016
cl4256,0.014925373,Na-Cl,5.97000,1.21519969,0.06834248
cl4256,0.014925373,Na-Cl,5.99000,1.26937396,0.05453013
cl4256,0.014925373,Na-Cl,6.01000,1.25978332,0.01624959
cl4256,0.014925373,Na-Cl,6.03000,1.25890655,0.07076894
cl4256,0.014925373,Na-Cl,6.05000,1.20837791,0.09138400
cl4256,0.014925373,Na-Cl,6.07000,1.28601101,0.04812109
cl4256,0.014925373,Na-Cl,6.09000,1.28940240,0.06989277
cl4256,0.014925373,Na-Cl,6.11000,1.24405603,0.04203396
cl4256,0.014925373,Na-Cl,6.13000,1.25984801,0.06147091
cl4256,0.014925373,Na-Cl,6.15000,1.22185246,0.04696183
cl4256,0.014925373,Na-Cl,6.17000,1.26331367,0.05710808
cl4256,0.014925373,Na-Cl,6.19000,1.19248688,0.04444463
cl4256,0.014925373,Na-Cl,6.21000,1.26712730,0.05809903
cl4256,0.014925373,Na-Cl,6.23000,1.22726058,0.07693744
cl4256,0.014925373,Na-Cl,6.25000,1.19375797,0.06141708
cl4256,0.014925373,Na-Cl,6.27000,1.23555541,0.07995785
cl4256,0.014925373,Na-Cl,6.29000,1.21662641,0.06005162
cl4256,0.014925373,Na-Cl,6.31000,1.19004499,0.08825146
cl4256,0.014925373,Na-Cl,6.33000,1.20390485,0.07857381
cl4256,0.014925373,Na-Cl,6.35000,1.21238784,0.08934474
cl4256,0.014925373,Na-Cl,6.37000,1.16258570,0.04655054
cl4256,0.014925373,Na-Cl,6.39000,1.18651677,0.06790981
cl4256,0.014925373,Na-Cl,6.41000,1.16743457,0.08909665
cl4256,0.014925373,Na-Cl,6.43000,1.18796320,0.06729380
cl4256,0.014925373,Na-Cl,6.45000,1.21273279,0.04461261
cl4256,0.014925373,Na-Cl,6.47000,1.17980493,0.02516166
cl4256,0.014925373,Na-Cl,6.49000,1.10660447,0.07311449
cl4256,0.014925373,Na-Cl,6.51000,1.17422059,0.04854043
cl4256,0.014925373,Na-Cl,6.53000,1.13716499,0.04054823
cl4256,0.014925373,Na-Cl,6.55000,1.12633709,0.04198097
cl4256,0.014925373,Na-Cl,6.57000,1.08514098,0.04748253
cl4256,0.014925373,Na-Cl,6.59000,1.07567924,0.06692310
cl4256,0.014925373,Na-Cl,6.61000,1.10215841,0.03070803
cl4256,0.014925373,Na-Cl,6.63000,1.07556585,0.04803173
cl4256,0.014925373,Na-Cl,6.65000,1.06485603,0.02105346
cl4256,0.014925373,Na-Cl,6.67000,1.05566331,0.05341179
cl4256,0.014925373,Na-Cl,6.69000,1.03816271,0.07702166
cl4256,0.014925373,Na-Cl,6.71000,1.03291081,0.07425612
cl4256,0.014925373,Na-Cl,6.73000,1.04660638,0.04550439
cl4256,0.014925373,Na-Cl,6.75000,1.04453844,0.05784136
cl4256,0.014925373,Na-Cl,6.77000,1.04338790,0.01703317
cl4256,0.014925373,Na-Cl,6.79000,1.01007348,0.02779028
cl4256,0.014925373,Na-Cl,6.81000,1.03792115,0.02840709
cl4256,0.014925373,Na-Cl,6.83000,1.01528811,0.06161959
cl4256,0.014925373,Na-Cl,6.85000,1.00358246,0.03012233
cl4256,0.014925373,Na-Cl,6.87000,1.02871991,0.03944089
cl4256,0.014925373,Na-Cl,6.89000,1.01439832,0.07494826
cl4256,0.014925373,Na-Cl,6.91000,0.99104066,0.02838451
cl4256,0.014925373,Na-Cl,6.93000,0.97967582,0.03817788
cl4256,0.014925373,Na-Cl,6.95000,0.94637622,0.01840584
cl4256,0.014925373,Na-Cl,6.97000,0.95212911,0.03253446
cl4256,0.014925373,Na-Cl,6.99000,0.95951035,0.05366312
cl4256,0.014925373,Na-Cl,7.01000,0.99611446,0.05876837
cl4256,0.014925373,Na-Cl,7.03000,0.94608709,0.05395080
cl4256,0.014925373,Na-Cl,7.05000,0.95753304,0.04104260
cl4256,0.014925373,Na-Cl,7.07000,0.94502098,0.06523002
cl4256,0.014925373,Na-Cl,7.09000,0.97002314,0.03728622
cl4256,0.014925373,Na-Cl,7.11000,0.95424624,0.04690757
cl4256,0.014925373,Na-Cl,7.13000,0.92712903,0.05085794
cl4256,0.014925373,Na-Cl,7.15000,0.93502106,0.04063216
cl4256,0.014925373,Na-Cl,7.17000,0.89406566,0.02199111
cl4256,0.014925373,Na-Cl,7.19000,0.89031050,0.04836874
cl4256,0.014925373,Na-Cl,7.21000,0.92394261,0.01892184
cl4256,0.014925373,Na-Cl,7.23000,0.92722736,0.05586541
cl4256,0.014925373,Na-Cl,7.25000,0.92410515,0.03932931
cl4256,0.014925373,Na-Cl,7.27000,0.91152055,0.04771138
cl4256,0.014925373,Na-Cl,7.29000,0.88923632,0.02948319
cl4256,0.014925373,Na-Cl,7.31000,0.90235385,0.03881157
cl4256,0.014925373,Na-Cl,7.33000,0.91065114,0.03771624
cl4256,0.014925373,Na-Cl,7.35000,0.86936565,0.05226855
cl4256,0.014925373,Na-Cl,7.37000,0.87118950,0.04482304
cl4256,0.014925373,Na-Cl,7.39000,0.89286482,0.03862415
cl4256,0.014925373,Na-Cl,7.41000,0.85382257,0.02156343
cl4256,0.014925373,Na-Cl,7.43000,0.87268532,0.03436219
cl4256,0.014925373,Na-Cl,7.45000,0.87553103,0.03158372
cl4256,0.014925373,Na-Cl,7.47000,0.91762866,0.02551588
cl4256,0.014925373,Na-Cl,7.49000,0.88556107,0.04252321
cl4256,0.014925373,Na-Cl,7.51000,0.90269604,0.03538588
cl4256,0.014925373,Na-Cl,7.53000,0.87138986,0.04665946
cl4256,0.014925373,Na-Cl,7.55000,0.95030668,0.03374749
cl4256,0.014925373,Na-Cl,7.57000,0.90010445,0.02535729
cl4256,0.014925373,Na-Cl,7.59000,0.88920462,0.02386312
cl4256,0.014925373,Na-Cl,7.61000,0.90328778,0.05180562
cl4256,0.014925373,Na-Cl,7.63000,0.88241676,0.02079667
