system,x_NaCl,pair,r_A,g_r,g_r_block_sd
cl3552,0.752808989,Mg-Mg,0.73000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.75000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.77000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.79000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.81000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.83000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.85000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.87000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.89000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.91000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.93000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.95000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.97000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,0.99000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.01000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.03000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.05000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.07000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.09000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.11000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.13000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.15000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.17000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.19000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.21000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.23000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.25000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.27000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.29000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.31000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.33000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.35000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.37000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.39000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.41000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.43000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.45000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.47000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.49000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.51000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.53000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.55000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.57000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.59000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.61000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.63000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.65000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.67000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.69000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.71000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.73000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.75000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.77000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.79000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.81000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.83000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.85000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.87000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.89000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.91000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.93000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.95000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.97000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,1.99000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.01000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.03000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.05000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.07000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.09000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.11000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.13000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.15000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.17000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.19000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.21000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.23000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.25000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.27000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.29000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.31000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.33000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.35000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.37000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.39000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.41000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.43000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.45000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.47000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.49000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.51000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.53000,0.00167083,0.00373528
cl3552,0.752808989,Mg-Mg,2.55000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.57000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.59000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.61000,0.00313994,0.00429990
cl3552,0.752808989,Mg-Mg,2.63000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.65000,0.00152293,0.00340548
cl3552,0.752808989,Mg-Mg,2.67000,0.00150020,0.00335453
cl3552,0.752808989,Mg-Mg,2.69000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.71000,0.00291249,0.00651270
cl3552,0.752808989,Mg-Mg,2.73000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Mg,2.75000,0.00141419,0.00316231
cl3552,0.752808989,Mg-Mg,2.77000,0.00975688,0.00794654
cl3552,0.752808989,Mg-Mg,2.79000,0.00412178,0.00614420
cl3552,0.752808989,Mg-Mg,2.81000,0.00406332,0.00370938
cl3552,0.752808989,Mg-Mg,2.83000,0.00534146,0.00558684
cl3552,0.752808989,Mg-Mg,2.85000,0.01053350,0.00588830
cl3552,0.752808989,Mg-Mg,2.87000,0.00649200,0.00458956
cl3552,0.752808989,Mg-Mg,2.89000,0.02176837,0.00729778
cl3552,0.752808989,Mg-Mg,2.91000,0.01262951,0.00998457
cl3552,0.752808989,Mg-Mg,2.93000,0.02989845,0.01550992
cl3552,0.752808989,Mg-Mg,2.95000,0.00983147,0.00700615
cl3552,0.752808989,Mg-Mg,2.97000,0.04122291,0.01682133
cl3552,0.752808989,Mg-Mg,2.99000,0.03469192,0.01296959
cl3552,0.752808989,Mg-Mg,3.01000,0.03659329,0.01690573
cl3552,0.752808989,Mg-Mg,3.03000,0.04426608,0.01135546
cl3552,0.752808989,Mg-Mg,3.05000,0.04713646,0.02127268
cl3552,0.752808989,Mg-Mg,3.07000,0.07035383,0.01821078
cl3552,0.752808989,Mg-Mg,3.09000,0.09408819,0.02947260
cl3552,0.752808989,Mg-Mg,3.11000,0.08624753,0.01977995
cl3552,0.752808989,Mg-Mg,3.13000,0.10589023,0.01423283
cl3552,0.752808989,Mg-Mg,3.15000,0.12826221,0.03779597
cl3552,0.752808989,Mg-Mg,3.17000,0.13197025,0.04677096
cl3552,0.752808989,Mg-Mg,3.19000,0.19022610,0.02303320
cl3552,0.752808989,Mg-Mg,3.21000,0.15464971,0.02779105
cl3552,0.752808989,Mg-Mg,3.23000,0.19476974,0.04242797
cl3552,0.752808989,Mg-Mg,3.25000,0.20655532,0.03169690
cl3552,0.752808989,Mg-Mg,3.27000,0.22804067,0.02708986
cl3552,0.752808989,Mg-Mg,3.29000,0.24800184,0.03990434
cl3552,0.752808989,Mg-Mg,3.31000,0.27234613,0.03898747
cl3552,0.752808989,Mg-Mg,3.33000,0.29512498,0.03598309
cl3552,0.752808989,Mg-Mg,3.35000,0.32973080,0.02113323
cl3552,0.752808989,Mg-Mg,3.37000,0.33995423,0.02244067
cl3552,0.752808989,Mg-Mg,3.39000,0.31455049,0.06433797
cl3552,0.752808989,Mg-Mg,3.41000,0.34582164,0.02240556
cl3552,0.752808989,Mg-Mg,3.43000,0.38634365,0.04368250
cl3552,0.752808989,Mg-Mg,3.45000,0.38996411,0.07528837
cl3552,0.752808989,Mg-Mg,3.47000,0.44943272,0.04176806
cl3552,0.752808989,Mg-Mg,3.49000,0.48117476,0.07239946
cl3552,0.752808989,Mg-Mg,3.51000,0.52605546,0.03880019
cl3552,0.752808989,Mg-Mg,3.53000,0.51410351,0.03687982
cl3552,0.752808989,Mg-Mg,3.55000,0.50917575,0.03314881
cl3552,0.752808989,Mg-Mg,3.57000,0.60082746,0.06891349
cl3552,0.752808989,Mg-Mg,3.59000,0.56676758,0.05713216
cl3552,0.752808989,Mg-Mg,3.61000,0.63682562,0.06036855
cl3552,0.752808989,Mg-Mg,3.63000,0.59005756,0.04493306
cl3552,0.752808989,Mg-Mg,3.65000,0.66468800,0.03807400
cl3552,0.752808989,Mg-Mg,3.67000,0.64634668,0.03519740
cl3552,0.752808989,Mg-Mg,3.69000,0.63621740,0.05363613
cl3552,0.752808989,Mg-Mg,3.71000,0.64802461,0.04584122
cl3552,0.752808989,Mg-Mg,3.73000,0.69567147,0.05620355
cl3552,0.752808989,Mg-Mg,3.75000,0.72021263,0.06462016
cl3552,0.752808989,Mg-Mg,3.77000,0.73742300,0.03383257
cl3552,0.752808989,Mg-Mg,3.79000,0.78252390,0.06477909
cl3552,0.752808989,Mg-Mg,3.81000,0.74191276,0.02868838
cl3552,0.752808989,Mg-Mg,3.83000,0.74730803,0.05231325
cl3552,0.752808989,Mg-Mg,3.85000,0.76265280,0.03653111
cl3552,0.752808989,Mg-Mg,3.87000,0.74979186,0.03548612
cl3552,0.752808989,Mg-Mg,3.89000,0.79864284,0.05035840
cl3552,0.752808989,Mg-Mg,3.91000,0.76530963,0.00829962
cl3552,0.752808989,Mg-Mg,3.93000,0.80047195,0.05711579
cl3552,0.752808989,Mg-Mg,3.95000,0.77730642,0.05798795
cl3552,0.752808989,Mg-Mg,3.97000,0.73217321,0.04378713
cl3552,0.752808989,Mg-Mg,3.99000,0.77926579,0.05083212
cl3552,0.752808989,Mg-Mg,4.01000,0.83868671,0.04733039
cl3552,0.752808989,Mg-Mg,4.03000,0.81523719,0.06704215
cl3552,0.752808989,Mg-Mg,4.05000,0.78764465,0.03254453
cl3552,0.752808989,Mg-Mg,4.07000,0.84125768,0.06339270
cl3552,0.752808989,Mg-Mg,4.09000,0.78382175,0.07165147
cl3552,0.752808989,Mg-Mg,4.11000,0.80976754,0.06079920
cl3552,0.752808989,Mg-Mg,4.13000,0.83517521,0.08597084
cl3552,0.752808989,Mg-Mg,4.15000,0.87868604,0.03764672
cl3552,0.752808989,Mg-Mg,4.17000,0.83276036,0.01858292
cl3552,0.752808989,Mg-Mg,4.19000,0.81447331,0.03707411
cl3552,0.752808989,Mg-Mg,4.21000,0.79951237,0.04258233
cl3552,0.752808989,Mg-Mg,4.23000,0.87086799,0.06336359
cl3552,0.752808989,Mg-Mg,4.25000,0.80288870,0.02257462
cl3552,0.752808989,Mg-Mg,4.27000,0.81532841,0.03175080
cl3552,0.752808989,Mg-Mg,4.29000,0.78159403,0.03293182
cl3552,0.752808989,Mg-Mg,4.31000,0.77378137,0.03823834
cl3552,0.752808989,Mg-Mg,4.33000,0.77292446,0.02523047
cl3552,0.752808989,Mg-Mg,4.35000,0.79409300,0.02921791
cl3552,0.752808989,Mg-Mg,4.37000,0.77620050,0.03739630
cl3552,0.752808989,Mg-Mg,4.39000,0.79522627,0.01645849
cl3552,0.752808989,Mg-Mg,4.41000,0.76328348,0.05758565
cl3552,0.752808989,Mg-Mg,4.43000,0.78638000,0.01531448
cl3552,0.752808989,Mg-Mg,4.45000,0.79660969,0.03687468
cl3552,0.752808989,Mg-Mg,4.47000,0.80555472,0.01496185
cl3552,0.752808989,Mg-Mg,4.49000,0.74110087,0.08427216
cl3552,0.752808989,Mg-Mg,4.51000,0.76135830,0.04021283
cl3552,0.752808989,Mg-Mg,4.53000,0.75412917,0.02121316
cl3552,0.752808989,Mg-Mg,4.55000,0.72271745,0.02572443
cl3552,0.752808989,Mg-Mg,4.57000,0.73586474,0.05045547
cl3552,0.752808989,Mg-Mg,4.59000,0.71220650,0.06630940
cl3552,0.752808989,Mg-Mg,4.61000,0.68238815,0.06071809
cl3552,0.752808989,Mg-Mg,4.63000,0.77828070,0.07173424
cl3552,0.752808989,Mg-Mg,4.65000,0.69048327,0.03900086
cl3552,0.752808989,Mg-Mg,4.67000,0.69880300,0.02788440
cl3552,0.752808989,Mg-Mg,4.69000,0.72300108,0.04426880
cl3552,0.752808989,Mg-Mg,4.71000,0.69228719,0.04477233
cl3552,0.752808989,Mg-Mg,4.73000,0.66828015,0.03649448
cl3552,0.752808989,Mg-Mg,4.75000,0.65176218,0.02231326
cl3552,0.752808989,Mg-Mg,4.77000,0.69801279,0.03183384
cl3552,0.752808989,Mg-Mg,4.79000,0.67867842,0.03797824
cl3552,0.752808989,Mg-Mg,4.81000,0.65039567,0.02843226
cl3552,0.752808989,Mg-Mg,4.83000,0.62622462,0.02819419
cl3552,0.752808989,Mg-Mg,4.85000,0.65335165,0.04950524
cl3552,0.752808989,Mg-Mg,4.87000,0.61237233,0.02146353
cl3552,0.752808989,Mg-Mg,4.89000,0.60782065,0.04091949
cl3552,0.752808989,Mg-Mg,4.91000,0.59844285,0.04205441
cl3552,0.752808989,Mg-Mg,4.93000,0.61955882,0.01882183
cl3552,0.752808989,Mg-Mg,4.95000,0.63114860,0.02435466
cl3552,0.752808989,Mg-Mg,4.97000,0.61179105,0.04947262
cl3552,0.752808989,Mg-Mg,4.99000,0.57940815,0.01930812
cl3552,0.752808989,Mg-Mg,5.01000,0.58288703,0.03500606
cl3552,0.752808989,Mg-Mg,5.03000,0.58079720,0.02508576
cl3552,0.752808989,Mg-Mg,5.05000,0.58710940,0.02751164
cl3552,0.752808989,Mg-Mg,5.07000,0.60911447,0.03075004
cl3552,0.752808989,Mg-Mg,5.09000,0.58617399,0.02854092
cl3552,0.752808989,Mg-Mg,5.11000,0.60821681,0.03809177
cl3552,0.752808989,Mg-Mg,5.13000,0.56325139,0.03331591
cl3552,0.752808989,Mg-Mg,5.15000,0.57098220,0.02403181
cl3552,0.752808989,Mg-Mg,5.17000,0.58097749,0.04288804
cl3552,0.752808989,Mg-Mg,5.19000,0.57452324,0.05529570
cl3552,0.752808989,Mg-Mg,5.21000,0.56972678,0.03145383
cl3552,0.752808989,Mg-Mg,5.23000,0.57397961,0.01399647
cl3552,0.752808989,Mg-Mg,5.25000,0.59522416,0.04884266
cl3552,0.752808989,Mg-Mg,5.27000,0.58108787,0.02302246
cl3552,0.752808989,Mg-Mg,5.29000,0.58243495,0.03977007
cl3552,0.752808989,Mg-Mg,5.31000,0.57995227,0.02676049
cl3552,0.752808989,Mg-Mg,5.33000,0.60534845,0.03924378
cl3552,0.752808989,Mg-Mg,5.35000,0.60307285,0.04200012
cl3552,0.752808989,Mg-Mg,5.37000,0.57299882,0.04614554
cl3552,0.752808989,Mg-Mg,5.39000,0.57869380,0.03345324
cl3552,0.752808989,Mg-Mg,5.41000,0.60402115,0.02718932
cl3552,0.752808989,Mg-Mg,5.43000,0.60647156,0.02333366
cl3552,0.752808989,Mg-Mg,5.45000,0.60958993,0.03648734
cl3552,0.752808989,Mg-Mg,5.47000,0.60621270,0.03504479
cl3552,0.752808989,Mg-Mg,5.49000,0.59896520,0.02701854
cl3552,0.752808989,Mg-Mg,5.51000,0.63865814,0.01499338
cl3552,0.752808989,Mg-Mg,5.53000,0.62075745,0.03846922
cl3552,0.752808989,Mg-Mg,5.55000,0.63955443,0.03670992
cl3552,0.752808989,Mg-Mg,5.57000,0.64531136,0.03609785
cl3552,0.752808989,Mg-Mg,5.59000,0.66876695,0.02425632
cl3552,0.752808989,Mg-Mg,5.61000,0.66298760,0.03123837
cl3552,0.752808989,Mg-Mg,5.63000,0.67650568,0.05208893
cl3552,0.752808989,Mg-Mg,5.65000,0.67842524,0.01254024
cl3552,0.752808989,Mg-Mg,5.67000,0.68396025,0.03800380
cl3552,0.752808989,Mg-Mg,5.69000,0.68312452,0.02874280
cl3552,0.752808989,Mg-Mg,5.71000,0.66227442,0.02469230
cl3552,0.752808989,Mg-Mg,5.73000,0.68404383,0.03927918
cl3552,0.752808989,Mg-Mg,5.75000,0.72360936,0.02938567
cl3552,0.752808989,Mg-Mg,5.77000,0.75072516,0.01018329
cl3552,0.752808989,Mg-Mg,5.79000,0.73119190,0.01262767
cl3552,0.752808989,Mg-Mg,5.81000,0.73186943,0.03215500
cl3552,0.752808989,Mg-Mg,5.83000,0.74668001,0.03897381
cl3552,0.752808989,Mg-Mg,5.85000,0.75002097,0.04397312
cl3552,0.752808989,Mg-Mg,5.87000,0.76323139,0.03555073
cl3552,0.752808989,Mg-Mg,5.89000,0.75219967,0.01239780
cl3552,0.752808989,Mg-Mg,5.91000,0.79090323,0.03310841
cl3552,0.752808989,Mg-Mg,5.93000,0.76276728,0.04077062
cl3552,0.752808989,Mg-Mg,5.95000,0.79963891,0.04730521
cl3552,0.752808989,Mg-Mg,5.97000,0.81199442,0.04587063
cl3552,0.752808989,Mg-Mg,5.99000,0.84443621,0.03465847
cl3552,0.752808989,Mg-Mg,6.01000,0.84770808,0.02364821
cl3552,0.752808989,Mg-Mg,6.03000,0.82768177,0.02524295
cl3552,0.752808989,Mg-Mg,6.05000,0.85319053,0.04621817
cl3552,0.752808989,Mg-Mg,6.07000,0.87486248,0.03077602
cl3552,0.752808989,Mg-Mg,6.09000,0.88123694,0.05096885
cl3552,0.752808989,Mg-Mg,6.11000,0.89438480,0.02699560
cl3552,0.752808989,Mg-Mg,6.13000,0.89652734,0.05612628
cl3552,0.752808989,Mg-Mg,6.15000,0.88787812,0.04841456
cl3552,0.752808989,Mg-Mg,6.17000,0.95096008,0.02470033
cl3552,0.752808989,Mg-Mg,6.19000,0.92389079,0.03708654
cl3552,0.752808989,Mg-Mg,6.21000,0.91628543,0.02221661
cl3552,0.752808989,Mg-Mg,6.23000,0.95725505,0.01891496
cl3552,0.752808989,Mg-Mg,6.25000,0.96373266,0.03376776
cl3552,0.752808989,Mg-Mg,6.27000,0.97337280,0.03232911
cl3552,0.752808989,Mg-Mg,6.29000,0.99449465,0.02881344
cl3552,0.752808989,Mg-Mg,6.31000,0.99276670,0.04968997
cl3552,0.752808989,Mg-Mg,6.33000,1.03027662,0.01858299
cl3552,0.752808989,Mg-Mg,6.35000,1.02538831,0.04178937
cl3552,0.752808989,Mg-Mg,6.37000,1.03846370,0.05639852
cl3552,0.752808989,Mg-Mg,6.39000,1.04245021,0.03319862
cl3552,0.752808989,Mg-Mg,6.41000,1.04090073,0.04666638
cl3552,0.752808989,Mg-Mg,6.43000,1.09237840,0.03911755
cl3552,0.752808989,Mg-Mg,6.45000,1.13008790,0.04635333
cl3552,0.752808989,Mg-Mg,6.47000,1.09424227,0.05627131
cl3552,0.752808989,Mg-Mg,6.49000,1.11950150,0.03254966
cl3552,0.752808989,Mg-Mg,6.51000,1.12449411,0.03483350
cl3552,0.752808989,Mg-Mg,6.53000,1.10407266,0.05274484
cl3552,0.752808989,Mg-Mg,6.55000,1.16439746,0.05867111
cl3552,0.752808989,Mg-Mg,6.57000,1.14765617,0.04131794
cl3552,0.752808989,Mg-Mg,6.59000,1.15202890,0.04164756
cl3552,0.752808989,Mg-Mg,6.61000,1.15216656,0.01225587
cl3552,0.752808989,Mg-Mg,6.63000,1.16225701,0.05537484
cl3552,0.752808989,Mg-Mg,6.65000,1.19252009,0.00968623
cl3552,0.752808989,Mg-Mg,6.67000,1.21855355,0.04502270
cl3552,0.752808989,Mg-Mg,6.69000,1.23445756,0.03218118
cl3552,0.752808989,Mg-Mg,6.71000,1.21832080,0.02461024
cl3552,0.752808989,Mg-Mg,6.73000,1.22809150,0.01666775
cl3552,0.752808989,Mg-Mg,6.75000,1.26260644,0.02017327
cl3552,0.752808989,Mg-Mg,6.77000,1.23718997,0.03137686
cl3552,0.752808989,Mg-Mg,6.79000,1.23084029,0.01900618
cl3552,0.752808989,Mg-Mg,6.81000,1.27181898,0.01186927
cl3552,0.752808989,Mg-Mg,6.83000,1.25223056,0.02961159
cl3552,0.752808989,Mg-Mg,6.85000,1.26019995,0.05106008
cl3552,0.752808989,Mg-Mg,6.87000,1.28595688,0.02731101
cl3552,0.752808989,Mg-Mg,6.89000,1.31229508,0.03161084
cl3552,0.752808989,Mg-Mg,6.91000,1.28791075,0.03605142
cl3552,0.752808989,Mg-Mg,6.93000,1.28917270,0.02999162
cl3552,0.752808989,Mg-Mg,6.95000,1.32958903,0.01891290
cl3552,0.752808989,Mg-Mg,6.97000,1.30061558,0.03404896
cl3552,0.752808989,Mg-Mg,6.99000,1.32514099,0.05718202
cl3552,0.752808989,Mg-Mg,7.01000,1.35197741,0.03375954
cl3552,0.752808989,Mg-Mg,7.03000,1.34689258,0.02424085
cl3552,0.752808989,Mg-Mg,7.05000,1.31623755,0.01886444
cl3552,0.752808989,Mg-Mg,7.07000,1.35244930,0.01528016
cl3552,0.752808989,Mg-Mg,7.09000,1.34482989,0.04510408
cl3552,0.752808989,Mg-Mg,7.11000,1.36922034,0.02350688
cl3552,0.752808989,Mg-Mg,7.13000,1.34135361,0.04320553
cl3552,0.752808989,Mg-Mg,7.15000,1.35226965,0.03769563
cl3552,0.752808989,Mg-Mg,7.17000,1.34203168,0.04805298
cl3552,0.752808989,Mg-Mg,7.19000,1.36829724,0.03256883
cl3552,0.752808989,Mg-Mg,7.21000,1.35269308,0.03184200
cl3552,0.752808989,Mg-Mg,7.23000,1.37386312,0.04892049
cl3552,0.752808989,Mg-Mg,7.25000,1.36303814,0.03521251
cl3552,0.752808989,Mg-Mg,7.27000,1.37072526,0.05527018
cl3552,0.752808989,Mg-Mg,7.29000,1.35154241,0.02428114
cl3552,0.752808989,Mg-Mg,7.31000,1.34856009,0.03133610
cl3552,0.752808989,Mg-Mg,7.33000,1.35733420,0.04069272
cl3552,0.752808989,Mg-Mg,7.35000,1.38103869,0.05273155
cl3552,0.752808989,Mg-Mg,7.37000,1.33949023,0.03514034
cl3552,0.752808989,Mg-Mg,7.39000,1.35339969,0.03268569
cl3552,0.752808989,Mg-Mg,7.41000,1.36227024,0.03602919
cl3552,0.752808989,Mg-Mg,7.43000,1.31949367,0.03987715
cl3552,0.752808989,Mg-Mg,7.45000,1.37234556,0.02556334
cl3552,0.752808989,Mg-Mg,7.47000,1.32744136,0.03085263
cl3552,0.752808989,Mg-Mg,7.49000,1.35925192,0.03529764
cl3552,0.752808989,Mg-Mg,7.51000,1.31163188,0.05055449
cl3552,0.752808989,Mg-Mg,7.53000,1.35277134,0.06075577
cl3552,0.752808989,Mg-Mg,7.55000,1.34805290,0.04327624
cl3552,0.752808989,Mg-Mg,7.57000,1.32712853,0.02362019
cl3552,0.752808989,Mg-Mg,7.59000,1.34297838,0.04094967
cl3552,0.752808989,Mg-Mg,7.61000,1.30822761,0.02756741
cl3552,0.752808989,Mg-Mg,7.63000,1.29917378,0.04654335
cl3552,0.752808989,Mg-Mg,7.65000,1.27411486,0.03662008
cl3552,0.752808989,Mg-Mg,7.67000,1.29129408,0.03377183
cl3552,0.752808989,Mg-Mg,7.69000,1.29851162,0.04587508
cl3552,0.752808989,Mg-Mg,7.71000,1.29070411,0.03300097
cl3552,0.752808989,Mg-Mg,7.73000,1.25808109,0.02921682
cl3552,0.752808989,Mg-Mg,7.75000,1.28026409,0.02027309
cl3552,0.752808989,Mg-Mg,7.77000,1.24551551,0.02607739
cl3552,0.752808989,Mg-Mg,7.79000,1.24529659,0.03196581
cl3552,0.752808989,Mg-Mg,7.81000,1.26172053,0.01751874
cl3552,0.752808989,Mg-Mg,7.83000,1.24987550,0.02350286
cl3552,0.752808989,Mg-Mg,7.85000,1.23865531,0.02707845
cl3552,0.752808989,Mg-Mg,7.87000,1.24842633,0.01284961
cl3552,0.752808989,Mg-Mg,7.89000,1.23592044,0.03721558
cl3552,0.752808989,Mg-Mg,7.91000,1.20455156,0.02784283
cl3552,0.752808989,Mg-Mg,7.93000,1.18572805,0.01833851
cl3552,0.752808989,Mg-Mg,7.95000,1.18501531,0.04229700
cl3552,0.752808989,Mg-Mg,7.97000,1.20264680,0.03805680
cl3552,0.752808989,Mg-Mg,7.99000,1.16111820,0.02620774
cl3552,0.752808989,Mg-Na,0.01000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.03000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.05000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.07000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.09000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.11000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.13000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.15000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.17000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.19000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.21000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.23000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.25000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.27000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.29000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.31000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.33000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.35000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.37000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.39000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.41000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.43000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.45000,0.00000000,0.00000000
cl3552,0.752808989,Mg-Na,0.47000,0.00000000,0.00000000
