system,x_NaCl,r_A,g_LiCl,g_LiCl_block_sd,cutoff_A
li2240,0.3,1.09,0.0,0.0,3.5950001672352676
li2240,0.3,1.11,0.0,0.0,3.5950001672352676
li2240,0.3,1.1300000000000001,0.0,0.0,3.5950001672352676
li2240,0.3,1.15,0.0,0.0,3.5950001672352676
li2240,0.3,1.17,0.0,0.0,3.5950001672352676
li2240,0.3,1.19,0.0,0.0,3.5950001672352676
li2240,0.3,1.21,0.0,0.0,3.5950001672352676
li2240,0.3,1.23,0.0,0.0,3.5950001672352676
li2240,0.3,1.25,0.0,0.0,3.5950001672352676
li2240,0.3,1.27,0.0,0.0,3.5950001672352676
li2240,0.3,1.29,0.0,0.0,3.5950001672352676
li2240,0.3,1.31,0.0,0.0,3.5950001672352676
li2240,0.3,1.33,0.0,0.0,3.5950001672352676
li2240,0.3,1.35,0.0,0.0,3.5950001672352676
li2240,0.3,1.37,0.0,0.0,3.5950001672352676
li2240,0.3,1.3900000000000001,0.0,0.0,3.5950001672352676
li2240,0.3,1.4100000000000001,0.0,0.0,3.5950001672352676
li2240,0.3,1.43,0.0,0.0,3.5950001672352676
li2240,0.3,1.45,0.0,0.0,3.5950001672352676
li2240,0.3,1.47,0.0,0.0,3.5950001672352676
li2240,0.3,1.49,0.0,0.0,3.5950001672352676
li2240,0.3,1.51,0.0,0.0,3.5950001672352676
li2240,0.3,1.53,0.0,0.0,3.5950001672352676
li2240,0.3,1.55,0.0,0.0,3.5950001672352676
li2240,0.3,1.57,0.0,0.0,3.5950001672352676
li2240,0.3,1.59,0.0,0.0,3.5950001672352676
li2240,0.3,1.61,0.0,0.0,3.5950001672352676
li2240,0.3,1.6300000000000001,0.0,0.0,3.5950001672352676
li2240,0.3,1.6500000000000001,0.0,0.0,3.5950001672352676
li2240,0.3,1.67,0.0,0.0,3.5950001672352676
li2240,0.3,1.69,0.0,0.0,3.5950001672352676
li2240,0.3,1.71,0.0,0.0,3.5950001672352676
li2240,0.3,1.73,0.00010638877021335524,0.00023796686459042965,3.5950001672352676
li2240,0.3,1.75,0.00031191284666017444,0.00028479219526755047,3.5950001672352676
li2240,0.3,1.77,0.0014228847150576005,0.0006628242199689067,3.5950001672352676
li2240,0.3,1.79,0.003080661248984838,0.0008160127036754108,3.5950001672352676
li2240,0.3,1.81,0.006609067327279495,0.00163367574804372,3.5950001672352676
li2240,0.3,1.83,0.01540285915701034,0.0024837835152048916,3.5950001672352676
li2240,0.3,1.85,0.02707310915769766,0.0019198410235889438,3.5950001672352676
li2240,0.3,1.87,0.04807722601856901,0.0027118288982581696,3.5950001672352676
li2240,0.3,1.8900000000000001,0.08512723796629879,0.0021014108708499123,3.5950001672352676
li2240,0.3,1.9100000000000001,0.1383411545298804,0.007829016145243919,3.5950001672352676
li2240,0.3,1.93,0.23661398685407736,0.012145009315519532,3.5950001672352676
li2240,0.3,1.95,0.3489340109045996,0.010056461978241343,3.5950001672352676
li2240,0.3,1.97,0.5050742883489128,0.012961851491352884,3.5950001672352676
li2240,0.3,1.99,0.6769296439715757,0.01294389521253282,3.5950001672352676
li2240,0.3,2.01,0.9090276239698291,0.016484246330565496,3.5950001672352676
li2240,0.3,2.0300000000000002,1.178716750236433,0.02320119389163389,3.5950001672352676
li2240,0.3,2.05,1.4925395403840598,0.012582984651491593,3.5950001672352676
li2240,0.3,2.0700000000000003,1.795633046967572,0.018289333356250343,3.5950001672352676
li2240,0.3,2.09,2.1279469460514715,0.017278484359650795,3.5950001672352676
li2240,0.3,2.1100000000000003,2.484087938207964,0.025027383708312045,3.5950001672352676
li2240,0.3,2.13,2.7885013624731205,0.04110364832164265,3.5950001672352676
li2240,0.3,2.1500000000000004,3.1066285008670866,0.030485894420635776,3.5950001672352676
li2240,0.3,2.17,3.3700077196679348,0.027345589052715134,3.5950001672352676
li2240,0.3,2.1900000000000004,3.5784120618380735,0.03660331848605777,3.5950001672352676
li2240,0.3,2.21,3.80574472248602,0.019020503404817722,3.5950001672352676
li2240,0.3,2.2300000000000004,3.916941393191841,0.03188360210945217,3.5950001672352676
li2240,0.3,2.25,4.062784984856853,0.02899897916268621,3.5950001672352676
li2240,0.3,2.2700000000000005,4.109348886810522,0.06975606144706417,3.5950001672352676
li2240,0.3,2.29,4.1224035436103,0.03299607534516433,3.5950001672352676
li2240,0.3,2.31,4.118400039494682,0.01693605647342794,3.5950001672352676
li2240,0.3,2.33,4.1086473070766845,0.02763606973511492,3.5950001672352676
li2240,0.3,2.3499999999999996,3.994787730514557,0.06493465666878492,3.5950001672352676
li2240,0.3,2.37,3.8656897043174316,0.03155915612821467,3.5950001672352676
li2240,0.3,2.3899999999999997,3.7760669692605284,0.040929505626257245,3.5950001672352676
li2240,0.3,2.41,3.6140970038687605,0.02433119669528703,3.5950001672352676
li2240,0.3,2.4299999999999997,3.4727254046872575,0.049571849538348964,3.5950001672352676
li2240,0.3,2.45,3.31955547195068,0.02669773304355241,3.5950001672352676
li2240,0.3,2.4699999999999998,3.1821443073345215,0.013190834327638115,3.5950001672352676
li2240,0.3,2.49,3.0192748553848485,0.03437994730814916,3.5950001672352676
li2240,0.3,2.51,2.872088516949729,0.04595766432748028,3.5950001672352676
li2240,0.3,2.5300000000000002,2.7094614936038677,0.030957601717770032,3.5950001672352676
li2240,0.3,2.55,2.576585636181889,0.016002609983378272,3.5950001672352676
li2240,0.3,2.5700000000000003,2.4174195452708345,0.020125209742231222,3.5950001672352676
li2240,0.3,2.59,2.3094085547179106,0.03676331603979714,3.5950001672352676
li2240,0.3,2.6100000000000003,2.1533691031897213,0.021361858774314128,3.5950001672352676
li2240,0.3,2.63,2.036040264415907,0.01054302229635003,3.5950001672352676
li2240,0.3,2.6500000000000004,1.9190021752319855,0.01824763520057525,3.5950001672352676
li2240,0.3,2.67,1.8082664396877026,0.009242164193838644,3.5950001672352676
li2240,0.3,2.6900000000000004,1.7236573283366754,0.01649497067350248,3.5950001672352676
li2240,0.3,2.71,1.6304572667810555,0.014871526615487605,3.5950001672352676
li2240,0.3,2.7300000000000004,1.5266345075707235,0.020245372179401484,3.5950001672352676
li2240,0.3,2.75,1.4483848470403864,0.021885027968509836,3.5950001672352676
li2240,0.3,2.7700000000000005,1.380610443139216,0.010525365676813878,3.5950001672352676
li2240,0.3,2.79,1.3115556439425131,0.008913376853919519,3.5950001672352676
li2240,0.3,2.81,1.234964450152626,0.017343744057430544,3.5950001672352676
li2240,0.3,2.83,1.1851685799462253,0.014989499580783562,3.5950001672352676
li2240,0.3,2.8499999999999996,1.1393488399808733,0.015285628847714386,3.5950001672352676
li2240,0.3,2.87,1.0811954761309648,0.014177303891070369,3.5950001672352676
li2240,0.3,2.8899999999999997,1.0215254112453038,0.015220865937041965,3.5950001672352676
li2240,0.3,2.91,0.9801582424152154,0.01923181879881525,3.5950001672352676
li2240,0.3,2.9299999999999997,0.9365946778569272,0.02114226936610987,3.5950001672352676
li2240,0.3,2.95,0.8975577246849891,0.013238611961180811,3.5950001672352676
li2240,0.3,2.9699999999999998,0.8773520951769134,0.014584952284771089,3.5950001672352676
li2240,0.3,2.99,0.8470981479009226,0.011371871766371028,3.5950001672352676
li2240,0.3,3.01,0.8142645590063844,0.013454010568039881,3.5950001672352676
li2240,0.3,3.0300000000000002,0.7839899752843451,0.013102548121291042,3.5950001672352676
li2240,0.3,3.05,0.754334161032712,0.012834826627879587,3.5950001672352676
li2240,0.3,3.0700000000000003,0.7444701835364544,0.012545078280052782,3.5950001672352676
li2240,0.3,3.09,0.7227587995765125,0.004464459917362359,3.5950001672352676
li2240,0.3,3.1100000000000003,0.6987113436395747,0.009291076544863802,3.5950001672352676
li2240,0.3,3.13,0.6854554896064209,0.012489209740437619,3.5950001672352676
li2240,0.3,3.1500000000000004,0.6579421006496737,0.011015716414332775,3.5950001672352676
li2240,0.3,3.17,0.6581898501368948,0.006503911004996409,3.5950001672352676
li2240,0.3,3.1900000000000004,0.6378845202162655,0.009702934168919524,3.5950001672352676
li2240,0.3,3.21,0.6284464116652421,0.010285824256989819,3.5950001672352676
li2240,0.3,3.2300000000000004,0.6253269731248349,0.009483574314798229,3.5950001672352676
li2240,0.3,3.25,0.6077665712052064,0.005475034410364116,3.5950001672352676
li2240,0.3,3.2700000000000005,0.6016651095203609,0.011917756522182126,3.5950001672352676
li2240,0.3,3.29,0.5751040954575896,0.0014449955419605846,3.5950001672352676
li2240,0.3,3.3100000000000005,0.5746852530422962,0.01153733481416539,3.5950001672352676
li2240,0.3,3.33,0.5761014025906749,0.004893681566575029,3.5950001672352676
li2240,0.3,3.3499999999999996,0.5651290805894725,0.009442605942603422,3.5950001672352676
li2240,0.3,3.37,0.553534763577769,0.01315880443699114,3.5950001672352676
li2240,0.3,3.3899999999999997,0.5415920600430255,0.012296336327502388,3.5950001672352676
li2240,0.3,3.41,0.544157234555118,0.0037927888782536296,3.5950001672352676
li2240,0.3,3.4299999999999997,0.5445148796746946,0.0113827717466734,3.5950001672352676
li2240,0.3,3.45,0.539263301685137,0.00906033796772139,3.5950001672352676
li2240,0.3,3.4699999999999998,0.5286222929820924,0.0068719230834853005,3.5950001672352676
li2240,0.3,3.49,0.5339266411859163,0.00783248811493403,3.5950001672352676
li2240,0.3,3.51,0.5310641452026756,0.008849370471943091,3.5950001672352676
li2240,0.3,3.5300000000000002,0.5216904857760747,0.0052023019044825,3.5950001672352676
li2240,0.3,3.55,0.5210841666116938,0.009605423972685545,3.5950001672352676
li2240,0.3,3.5700000000000003,0.5259300613005614,0.006044783840307129,3.5950001672352676
li2240,0.3,3.59,0.5177887944270563,0.007606887853515707,3.5950001672352676
li2240,0.3,3.6100000000000003,0.5190308431951052,0.008314672129698466,3.5950001672352676
li2240,0.3,3.63,0.5208182718232504,0.01079626639007797,3.5950001672352676
li2240,0.3,3.6500000000000004,0.518950397276525,0.004540949835224812,3.5950001672352676
li2240,0.3,3.67,0.5270449123878763,0.008553132767591504,3.5950001672352676
li2240,0.3,3.6900000000000004,0.5227035205367608,0.006115535211353268,3.5950001672352676
li2240,0.3,3.71,0.51955840643128,0.012083663137799554,3.5950001672352676
li2240,0.3,3.7300000000000004,0.5257652039727685,0.0048732852039537426,3.5950001672352676
li2240,0.3,3.75,0.5287536142915382,0.003175925402648376,3.5950001672352676
li2240,0.3,3.7700000000000005,0.5248162236400837,0.009231427946834288,3.5950001672352676
li2240,0.3,3.79,0.538843479470105,0.009142377860778728,3.5950001672352676
li2240,0.3,3.8100000000000005,0.5344953688454036,0.009426594477328165,3.5950001672352676
li2240,0.3,3.83,0.53923845356567,0.0037052153828303664,3.5950001672352676
li2240,0.3,3.8499999999999996,0.5454225595914448,0.007693289121365872,3.5950001672352676
li2240,0.3,3.87,0.5532574835091566,0.0038609277872606955,3.5950001672352676
li2240,0.3,3.8899999999999997,0.5533486808714148,0.0050110744332301305,3.5950001672352676
li2240,0.3,3.91,0.5577411983692593,0.0080941843238953,3.5950001672352676
li2240,0.3,3.9299999999999997,0.5598511748019609,0.008920829418766688,3.5950001672352676
li2240,0.3,3.95,0.5622572700322257,0.00854965292713046,3.5950001672352676
li2240,0.3,3.9699999999999998,0.5668492949272547,0.007259038961570968,3.5950001672352676
li2240,0.3,3.99,0.5746613502910528,0.006655419975302882,3.5950001672352676
li2240,0.3,4.01,0.5843293203655803,0.01171734616942045,3.5950001672352676
li2240,0.3,4.03,0.5886016414600627,0.005613506667982587,3.5950001672352676
li2240,0.3,4.050000000000001,0.5957119830549307,0.008078730776298303,3.5950001672352676
li2240,0.3,4.07,0.6035194800113743,0.005011331182200142,3.5950001672352676
li2240,0.3,4.09,0.6095091660560722,0.006973314243037898,3.5950001672352676
li2240,0.3,4.109999999999999,0.6133558800711651,0.002413373361343743,3.5950001672352676
li2240,0.3,4.13,0.6266015576278082,0.009856616944745494,3.5950001672352676
li2240,0.3,4.15,0.6265482939468282,0.009168934754306093,3.5950001672352676
li2240,0.3,4.17,0.6363553402583868,0.007168410296734463,3.5950001672352676
li2240,0.3,4.1899999999999995,0.6450220526551638,0.013473740183141495,3.5950001672352676
li2080,0.35,0.01,0.0,0.0,3.646847273238193
li2080,0.35,0.03,0.0,0.0,3.646847273238193
li2080,0.35,0.05,0.0,0.0,3.646847273238193
li2080,0.35,0.07,0.0,0.0,3.646847273238193
li2080,0.35,0.09,0.0,0.0,3.646847273238193
li2080,0.35,0.11,0.0,0.0,3.646847273238193
li2080,0.35,0.13,0.0,0.0,3.646847273238193
li2080,0.35,0.15000000000000002,0.0,0.0,3.646847273238193
li2080,0.35,0.16999999999999998,0.0,0.0,3.646847273238193
li2080,0.35,0.19,0.0,0.0,3.646847273238193
li2080,0.35,0.21000000000000002,0.0,0.0,3.646847273238193
li2080,0.35,0.22999999999999998,0.0,0.0,3.646847273238193
li2080,0.35,0.25,0.0,0.0,3.646847273238193
li2080,0.35,0.27,0.0,0.0,3.646847273238193
li2080,0.35,0.29000000000000004,0.0,0.0,3.646847273238193
li2080,0.35,0.31,0.0,0.0,3.646847273238193
li2080,0.35,0.33,0.0,0.0,3.646847273238193
li2080,0.35,0.35,0.0,0.0,3.646847273238193
li2080,0.35,0.37,0.0,0.0,3.646847273238193
li2080,0.35,0.39,0.0,0.0,3.646847273238193
li2080,0.35,0.41000000000000003,0.0,0.0,3.646847273238193
li2080,0.35,0.43,0.0,0.0,3.646847273238193
li2080,0.35,0.45,0.0,0.0,3.646847273238193
li2080,0.35,0.47,0.0,0.0,3.646847273238193
li2080,0.35,0.49,0.0,0.0,3.646847273238193
li2080,0.35,0.51,0.0,0.0,3.646847273238193
li2080,0.35,0.53,0.0,0.0,3.646847273238193
li2080,0.35,0.55,0.0,0.0,3.646847273238193
li2080,0.35,0.5700000000000001,0.0,0.0,3.646847273238193
li2080,0.35,0.59,0.0,0.0,3.646847273238193
li2080,0.35,0.61,0.0,0.0,3.646847273238193
li2080,0.35,0.63,0.0,0.0,3.646847273238193
li2080,0.35,0.65,0.0,0.0,3.646847273238193
li2080,0.35,0.67,0.0,0.0,3.646847273238193
li2080,0.35,0.6900000000000001,0.0,0.0,3.646847273238193
li2080,0.35,0.71,0.0,0.0,3.646847273238193
li2080,0.35,0.73,0.0,0.0,3.646847273238193
li2080,0.35,0.75,0.0,0.0,3.646847273238193
li2080,0.35,0.77,0.0,0.0,3.646847273238193
li2080,0.35,0.79,0.0,0.0,3.646847273238193
li2080,0.35,0.81,0.0,0.0,3.646847273238193
li2080,0.35,0.8300000000000001,0.0,0.0,3.646847273238193
li2080,0.35,0.85,0.0,0.0,3.646847273238193
li2080,0.35,0.87,0.0,0.0,3.646847273238193
li2080,0.35,0.89,0.0,0.0,3.646847273238193
li2080,0.35,0.91,0.0,0.0,3.646847273238193
li2080,0.35,0.93,0.0,0.0,3.646847273238193
li2080,0.35,0.95,0.0,0.0,3.646847273238193
li2080,0.35,0.97,0.0,0.0,3.646847273238193
li2080,0.35,0.99,0.0,0.0,3.646847273238193
li2080,0.35,1.01,0.0,0.0,3.646847273238193
li2080,0.35,1.03,0.0,0.0,3.646847273238193
li2080,0.35,1.05,0.0,0.0,3.646847273238193
li2080,0.35,1.07,0.0,0.0,3.646847273238193
li2080,0.35,1.09,0.0,0.0,3.646847273238193
li2080,0.35,1.11,0.0,0.0,3.646847273238193
li2080,0.35,1.1300000000000001,0.0,0.0,3.646847273238193
li2080,0.35,1.15,0.0,0.0,3.646847273238193
li2080,0.35,1.17,0.0,0.0,3.646847273238193
li2080,0.35,1.19,0.0,0.0,3.646847273238193
li2080,0.35,1.21,0.0,0.0,3.646847273238193
li2080,0.35,1.23,0.0,0.0,3.646847273238193
li2080,0.35,1.25,0.0,0.0,3.646847273238193
li2080,0.35,1.27,0.0,0.0,3.646847273238193
li2080,0.35,1.29,0.0,0.0,3.646847273238193
li2080,0.35,1.31,0.0,0.0,3.646847273238193
li2080,0.35,1.33,0.0,0.0,3.646847273238193
li2080,0.35,1.35,0.0,0.0,3.646847273238193
li2080,0.35,1.37,0.0,0.0,3.646847273238193
li2080,0.35,1.3900000000000001,0.0,0.0,3.646847273238193
li2080,0.35,1.4100000000000001,0.0,0.0,3.646847273238193
li2080,0.35,1.43,0.0,0.0,3.646847273238193
li2080,0.35,1.45,0.0,0.0,3.646847273238193
li2080,0.35,1.47,0.0,0.0,3.646847273238193
li2080,0.35,1.49,0.0,0.0,3.646847273238193
li2080,0.35,1.51,0.0,0.0,3.646847273238193
li2080,0.35,1.53,0.0,0.0,3.646847273238193
li2080,0.35,1.55,0.0,0.0,3.646847273238193
li2080,0.35,1.57,0.0,0.0,3.646847273238193
li2080,0.35,1.59,0.0,0.0,3.646847273238193
li2080,0.35,1.61,0.0,0.0,3.646847273238193
li2080,0.35,1.6300000000000001,0.0,0.0,3.646847273238193
li2080,0.35,1.6500000000000001,0.0,0.0,3.646847273238193
li2080,0.35,1.67,0.0,0.0,3.646847273238193
li2080,0.35,1.69,0.0,0.0,3.646847273238193
li2080,0.35,1.71,0.00023722703605600514,0.000324750159704907,3.646847273238193
li2080,0.35,1.73,0.0,0.0,3.646847273238193
li2080,0.35,1.75,0.0001132532136302027,0.00025328126605201733,3.646847273238193
li2080,0.35,1.77,0.0008856664472476033,0.0004947695487380277,3.646847273238193
li2080,0.35,1.79,0.0035721913822887165,0.0017380716947505352,3.646847273238193
li2080,0.35,1.81,0.006246285082758354,0.0010869547371185346,3.646847273238193
li2080,0.35,1.83,0.015017334644322944,0.002074727383900544,3.646847273238193
li2080,0.35,1.85,0.024828458477099618,0.0033468109960636348,3.646847273238193
li2080,0.35,1.87,0.050286564356699925,0.0029772232470426357,3.646847273238193
li2080,0.35,1.8900000000000001,0.08253204823602327,0.01035817475414685,3.646847273238193
li2080,0.35,1.9100000000000001,0.15002638846497834,0.008485630524474284,3.646847273238193
li2080,0.35,1.93,0.23930180671336743,0.011339228485208793,3.646847273238193
li2080,0.35,1.95,0.34870857474606964,0.009112598361115271,3.646847273238193
li2080,0.35,1.97,0.5206737180100651,0.009338251681056533,3.646847273238193
li2080,0.35,1.99,0.7011047128479311,0.0182297295158901,3.646847273238193
li2080,0.35,2.01,0.9425370822168235,0.01203410479889868,3.646847273238193
li2080,0.35,2.0300000000000002,1.2040762510678698,0.03495120624496998,3.646847273238193
li2080,0.35,2.05,1.5137943531692883,0.018086209463674705,3.646847273238193
li2080,0.35,2.0700000000000003,1.8107282334635888,0.029186300556741953,3.646847273238193
li2080,0.35,2.09,2.179922739096649,0.024374528350449086,3.646847273238193
li2080,0.35,2.1100000000000003,2.5046334342633956,0.049429241331495254,3.646847273238193
li2080,0.35,2.13,2.8294353838707864,0.05131726212220772,3.646847273238193
li2080,0.35,2.1500000000000004,3.100506458949606,0.018510586756150936,3.646847273238193
li2080,0.35,2.17,3.423904572135112,0.038687665560368754,3.646847273238193
li2080,0.35,2.1900000000000004,3.6744966247367596,0.030452274845172066,3.646847273238193
li2080,0.35,2.21,3.8437026260583482,0.05606513243636877,3.646847273238193
li2080,0.35,2.2300000000000004,4.019875050254268,0.02873492369964861,3.646847273238193
li2080,0.35,2.25,4.093699022689216,0.025993971017703527,3.646847273238193
li2080,0.35,2.2700000000000005,4.184164980192088,0.04364008668142314,3.646847273238193
li2080,0.35,2.29,4.183291838242406,0.035059305867304255,3.646847273238193
li2080,0.35,2.31,4.156667010685039,0.030029838958322896,3.646847273238193
li2080,0.35,2.33,4.122733338034036,0.06203350515796902,3.646847273238193
li2080,0.35,2.3499999999999996,4.038789907975194,0.03537111780140959,3.646847273238193
li2080,0.35,2.37,3.9212662543041676,0.03359760563288306,3.646847273238193
li2080,0.35,2.3899999999999997,3.8282249419468832,0.03386916496568307,3.646847273238193
li2080,0.35,2.41,3.668209122253221,0.060250703725914644,3.646847273238193
li2080,0.35,2.4299999999999997,3.536122317412107,0.04052075666762289,3.646847273238193
li2080,0.35,2.45,3.366469721989701,0.03253832357000797,3.646847273238193
li2080,0.35,2.4699999999999998,3.210922085090754,0.025209388487947296,3.646847273238193
li2080,0.35,2.49,3.044589654012606,0.03014113421933354,3.646847273238193
li2080,0.35,2.51,2.9025084623281177,0.008040848051537524,3.646847273238193
li2080,0.35,2.5300000000000002,2.7385123197665573,0.01569828878629652,3.646847273238193
li2080,0.35,2.55,2.568509284129228,0.011940952050978304,3.646847273238193
li2080,0.35,2.5700000000000003,2.442620206431802,0.03573145977227044,3.646847273238193
li2080,0.35,2.59,2.3214874531373897,0.018235132821451658,3.646847273238193
li2080,0.35,2.6100000000000003,2.18151650064914,0.01876449413870759,3.646847273238193
li2080,0.35,2.63,2.056800880041379,0.016215668707067765,3.646847273238193
li2080,0.35,2.6500000000000004,1.9235363987461946,0.02707847309566578,3.646847273238193
li2080,0.35,2.67,1.8360549947520246,0.010887066339950596,3.646847273238193
li2080,0.35,2.6900000000000004,1.7245424393332602,0.01969828722656267,3.646847273238193
li2080,0.35,2.71,1.6262161914520974,0.021819871053420144,3.646847273238193
li2080,0.35,2.7300000000000004,1.5409069692088944,0.014573701410808451,3.646847273238193
li2080,0.35,2.75,1.4557428367983383,0.022868709253453735,3.646847273238193
li2080,0.35,2.7700000000000005,1.3901816248687753,0.01272151222886518,3.646847273238193
li2080,0.35,2.79,1.3114617325662221,0.020609898507125805,3.646847273238193
li2080,0.35,2.81,1.2431360669466278,0.008238925699340788,3.646847273238193
li2080,0.35,2.83,1.1911118335981394,0.011371921974491396,3.646847273238193
li2080,0.35,2.8499999999999996,1.1223577631086332,0.010992333348376867,3.646847273238193
li2080,0.35,2.87,1.0716936527932617,0.018616533746385597,3.646847273238193
li2080,0.35,2.8899999999999997,1.0276351443715699,0.017559608660857314,3.646847273238193
li2080,0.35,2.91,0.9841499944689871,0.0038044350562015865,3.646847273238193
li2080,0.35,2.9299999999999997,0.9415907289763993,0.008138788629266064,3.646847273238193
li2080,0.35,2.95,0.9194210279070663,0.01629934869749162,3.646847273238193
li2080,0.35,2.9699999999999998,0.8699223094322135,0.013199325178579833,3.646847273238193
li2080,0.35,2.99,0.8475382200616002,0.01657634730755377,3.646847273238193
li2080,0.35,3.01,0.8237944374838403,0.012093574004669545,3.646847273238193
li2080,0.35,3.0300000000000002,0.7895325344099118,0.011057722025021602,3.646847273238193
li2080,0.35,3.05,0.7561700790951662,0.012401525699527098,3.646847273238193
li2080,0.35,3.0700000000000003,0.735567296966573,0.013158975048590493,3.646847273238193
li2080,0.35,3.09,0.7224073522395272,0.012398295302681956,3.646847273238193
li2080,0.35,3.1100000000000003,0.6976902299485298,0.006762789844043919,3.646847273238193
li2080,0.35,3.13,0.6882361277906578,0.010192177827557929,3.646847273238193
li2080,0.35,3.1500000000000004,0.6562793476692653,0.007679232578975978,3.646847273238193
li2080,0.35,3.17,0.655686763097623,0.0030309594881876268,3.646847273238193
li2080,0.35,3.1900000000000004,0.6318122176726928,0.01025817720961741,3.646847273238193
li2080,0.35,3.21,0.630157242643729,0.008786763853599527,3.646847273238193
li2080,0.35,3.2300000000000004,0.6105091965819546,0.003069393326801727,3.646847273238193
li2080,0.35,3.25,0.5944479278364666,0.012416077976626645,3.646847273238193
li2080,0.35,3.2700000000000005,0.5935237782302599,0.00934882033624944,3.646847273238193
li2080,0.35,3.29,0.5827728248314495,0.015539162599319305,3.646847273238193
li2080,0.35,3.3100000000000005,0.5758465228831844,0.012577358499536275,3.646847273238193
li2080,0.35,3.33,0.564727684877566,0.009526890129662844,3.646847273238193
li2080,0.35,3.3499999999999996,0.554265210320696,0.014449270039366968,3.646847273238193
li2080,0.35,3.37,0.5521953286435487,0.005144323328484671,3.646847273238193
li2080,0.35,3.3899999999999997,0.5405380721183198,0.007149260172420026,3.646847273238193
li2080,0.35,3.41,0.5417624976105021,0.005098665491869666,3.646847273238193
li2080,0.35,3.4299999999999997,0.5462235620819227,0.01210588295871375,3.646847273238193
li2080,0.35,3.45,0.5310794406688731,0.011440280831242928,3.646847273238193
li2080,0.35,3.4699999999999998,0.5283165524763155,0.004239083487215395,3.646847273238193
li2080,0.35,3.49,0.5224780472674146,0.00735699581832118,3.646847273238193
li2080,0.35,3.51,0.5227907013571883,0.006499238123219311,3.646847273238193
li2080,0.35,3.5300000000000002,0.5299656605297078,0.008391285042244189,3.646847273238193
li2080,0.35,3.55,0.5250293519767303,0.006375584476359224,3.646847273238193
li2080,0.35,3.5700000000000003,0.5220478569707072,0.010196206135065696,3.646847273238193
li2080,0.35,3.59,0.5155745924174401,0.008257089495095297,3.646847273238193
li2080,0.35,3.6100000000000003,0.5130980300834933,0.0061583788050741245,3.646847273238193
li2080,0.35,3.63,0.5199625432698557,0.006436542919035096,3.646847273238193
li2080,0.35,3.6500000000000004,0.5147745995450681,0.006713449393238582,3.646847273238193
li2080,0.35,3.67,0.51523082037631,0.008537828877320037,3.646847273238193
li2080,0.35,3.6900000000000004,0.520257518204132,0.007851864081632309,3.646847273238193
li2080,0.35,3.71,0.5179140704029198,0.006675498844928946,3.646847273238193
li2080,0.35,3.7300000000000004,0.5179591318204728,0.005016335670318392,3.646847273238193
li2080,0.35,3.75,0.529245330140311,0.007081386263236584,3.646847273238193
li2080,0.35,3.7700000000000005,0.5231324347798384,0.00895749432905078,3.646847273238193
li2080,0.35,3.79,0.5295782840300692,0.011025135013038511,3.646847273238193
li2080,0.35,3.8100000000000005,0.5287400390409427,0.0085577584987477,3.646847273238193
li2080,0.35,3.83,0.5342980748822445,0.0011012769721887314,3.646847273238193
li2080,0.35,3.8499999999999996,0.5363662356419215,0.008220428256162877,3.646847273238193
li2080,0.35,3.87,0.5373210867196742,0.005863523534118547,3.646847273238193
li2080,0.35,3.8899999999999997,0.540749291158518,0.004529588941173356,3.646847273238193
li2080,0.35,3.91,0.545123017405391,0.006697314530480403,3.646847273238193
li2080,0.35,3.9299999999999997,0.5559148190660544,0.008495056885698227,3.646847273238193
li2080,0.35,3.95,0.5564127704793144,0.012487006790355373,3.646847273238193
li2080,0.35,3.9699999999999998,0.5656090448758658,0.0075768401073416985,3.646847273238193
li2080,0.35,3.99,0.5703015223740235,0.010540248165485575,3.646847273238193
li2080,0.35,4.01,0.575713692156861,0.005105582650480049,3.646847273238193
li2080,0.35,4.03,0.579089913058834,0.004812598492231209,3.646847273238193
li2080,0.35,4.050000000000001,0.590533738160408,0.0063740305209738215,3.646847273238193
li2080,0.35,4.07,0.5950249494846123,0.005627035250735921,3.646847273238193
li2080,0.35,4.09,0.5997112972114028,0.01442000742232385,3.646847273238193
li2080,0.35,4.109999999999999,0.6138056588975673,0.009559436374726654,3.646847273238193
li2080,0.35,4.13,0.6180423934222703,0.012959957266099987,3.646847273238193
li2080,0.35,4.15,0.6250087167762371,0.005047868467160174,3.646847273238193
li2080,0.35,4.17,0.6316936038463674,0.005676065504419846,3.646847273238193
li2080,0.35,4.1899999999999995,0.6403563452794135,0.013240554953925529,3.646847273238193
li1920,0.4,0.01,0.0,0.0,3.593186248679602
li1920,0.4,0.03,0.0,0.0,3.593186248679602
li1920,0.4,0.05,0.0,0.0,3.593186248679602
li1920,0.4,0.07,0.0,0.0,3.593186248679602
li1920,0.4,0.09,0.0,0.0,3.593186248679602
li1920,0.4,0.11,0.0,0.0,3.593186248679602
li1920,0.4,0.13,0.0,0.0,3.593186248679602
li1920,0.4,0.15000000000000002,0.0,0.0,3.593186248679602
li1920,0.4,0.16999999999999998,0.0,0.0,3.593186248679602
li1920,0.4,0.19,0.0,0.0,3.593186248679602
li1920,0.4,0.21000000000000002,0.0,0.0,3.593186248679602
li1920,0.4,0.22999999999999998,0.0,0.0,3.593186248679602
li1920,0.4,0.25,0.0,0.0,3.593186248679602
li1920,0.4,0.27,0.0,0.0,3.593186248679602
li1920,0.4,0.29000000000000004,0.0,0.0,3.593186248679602
li1920,0.4,0.31,0.0,0.0,3.593186248679602
