tag,x_MgCl2,split,k2cut_cycles2_per_A2,k_max_cycles_per_A,n_Mg,n_Cl,n_Na,box_L,n_fit_points,fit_converged,fit_status,fit_nfev,fit_cost,fit_rmse,n_starts,n_starts_converged,best_start_factor,n_basins,selection_rule,alt_S0_NN,alt_cost,kappa_calculated,kappa_used,S0_MgMg,S0_MgCl,S0_MgNa,S0_ClCl,S0_ClNa,S0_NaNa,S0_NN,S0_ZZ
cl3872,0.5316455696202531,4,0.015,0.1224744871391589,1344,3872,1184,58.66525538011173,259,1,2,146,252.4551016794609,0.6330967827591706,4,4,0.5,1,lowest-cost,,,9.508589644660464,6.595157886072325,0.1173732835172005,0.0760046406173588,-0.1126594340296936,0.0999492527467255,0.0187922912017438,0.2740446225325715,0.1581609802879963,4.278543175668267e-18
cl3936,0.5974025974025974,0,0.015,0.1224744871391589,1472,3936,992,58.737153781243144,259,1,2,186,137.7863685344115,0.4510047051878059,4,4,0.75,1,lowest-cost,,,9.664241110699637,5.673547308956321,0.12186591888649,0.0826105497821946,-0.1323465550940414,0.1079464834004312,0.0137578375230634,0.3498384072892139,0.1692987309719457,-2.605034398691321e-18
cl3936,0.5974025974025974,1,0.015,0.1224744871391589,1472,3936,992,58.74582896474226,259,1,2,112,276.6797220150146,0.6835845843062973,4,4,0.75,1,lowest-cost,,,9.662100465877163,6.418045786004354,0.1233396246861398,0.0848031791834944,-0.1315693816945188,0.1118673748923974,0.0162260666134373,0.3528615043236364,0.1759844988132003,6.598364104805154e-18
cl3936,0.5974025974025974,2,0.015,0.1224744871391589,1472,3936,992,58.7525001189556,259,1,2,244,300.78786729895876,0.7036410664943292,4,4,0.3,1,lowest-cost,,,9.660454862736785,4.852032956037954,0.1204778387933627,0.0805579724901712,-0.1330533646254382,0.1033228212007998,0.0095485391637377,0.3431758145951304,0.1606931476103006,2.1637341708983393e-17
cl3936,0.5974025974025974,3,0.015,0.1224744871391589,1472,3936,992,58.727672230368306,259,1,2,182,281.63823264964014,0.6778593765730699,4,4,0.75,1,lowest-cost,,,9.666581634902164,5.7843331993232905,0.1131760054199881,0.07901623186308,-0.118335041292835,0.1061091497331931,0.0188547996829357,0.3258551050662609,0.1681874788032198,-4.4857891478771255e-18
cl3936,0.5974025974025974,4,0.015,0.1224744871391589,1472,3936,992,58.72287242681587,259,1,2,164,269.2679867309781,0.6540202526419028,4,4,0.75,1,lowest-cost,,,9.667766828312429,5.957074207097534,0.1190581148672674,0.0823658438744513,-0.1259933790858015,0.1101233371825565,0.018690127573515,0.3441849838787477,0.1743761303446081,6.091526288949608e-18
cl4000,0.6666666666666666,0,0.015,0.1224744871391589,1600,4000,800,58.84728692718652,259,1,2,158,151.59498314036549,0.4951533710776953,4,4,0.5,1,lowest-cost,,,9.80670492868916,6.056525919505444,0.1227303212240589,0.0910676425570932,-0.1435003302706282,0.1209867747935739,0.0129564624217165,0.4348517572703613,0.1891589314787021,1.447500488401878e-17
cl4000,0.6666666666666666,1,0.015,0.1224744871391589,1600,4000,800,58.832762197700745,259,1,2,287,291.94525504247304,0.69443965696212,4,4,0.3,1,lowest-cost,,,9.810336796087338,6.605937621092572,0.1199113745985816,0.0889292824259919,-0.1403086637854341,0.1179421973458489,0.012196776083123,0.424125650915822,0.1842237954390083,1.0541313220228673e-17
cl4000,0.6666666666666666,2,0.015,0.1224744871391589,1600,4000,800,58.83485977593175,259,1,2,197,292.11541021253663,0.7084190689846424,4,4,1.0,1,lowest-cost,,,9.809812164119949,6.039206081415683,0.119181361270937,0.0892902460022938,-0.1374367351940854,0.1190462974173632,0.0136446597267338,0.4192401764383412,0.186230808759146,1.0284355892907288e-17
cl4000,0.6666666666666666,3,0.015,0.1224744871391589,1600,4000,800,58.870226521978374,259,1,2,52,301.77161218156516,0.7426874011216124,4,4,1.0,1,lowest-cost,,,9.80097351059456,5.550041334676078,0.1259541326441877,0.0971220268929977,-0.1390806309993946,0.1311206100163516,0.0184920219733183,0.4347288474192631,0.2057266502249263,4.855417511368958e-19
cl4000,0.6666666666666666,4,0.015,0.1224744871391589,1600,4000,800,58.85128158539349,259,1,2,209,284.04274952247783,0.6781402413667824,4,4,0.3,1,lowest-cost,,,9.805706468625893,5.8526064374549085,0.1173538662516188,0.0862655155832186,-0.1390313015417709,0.1138802061681026,0.0106481580777775,0.4170499097665858,0.1776412255973015,-1.2074209822418965e-17
cl4064,0.7397260273972602,0,0.015,0.1224744871391589,1728,4064,608,58.99643411255283,265,1,2,125,172.81630221723643,0.5061926671209194,4,4,0.3,1,lowest-cost,,,9.93560677443705,6.098136901134349,0.114649095235676,0.0944174721068847,-0.1424579537595339,0.1286249830430652,0.0141967425524031,0.5170307849758355,0.201282750128846,-5.5737336669292434e-18
