algorithm,method,kcut,file,split,source,n_O,n_Na,n_Cl,n_F,n_X,x_O,x_Na,x_Cl,x_F,x_X,x_F_anion,n_fit_points,fit_rmse_scaled,fit_success,kappa_D_input,kappa_D_fit,S0_OO,S0_ONa,S0_OCl,S0_OF,S0_NaNa,S0_NaCl,S0_NaF,S0_ClCl,S0_ClF,S0_FF
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31360-Na320-Cl160-F160-2-allSk.dat,2,main,31360,320,160,160,640,0.98,0.01,0.005,0.005,0.02,0.5,228,0.881294693164559,1,0.24452703161864242,0.24452703161864242,0.063550641556737,0.008914597281448264,-0.0537088792118585,0.06631602359037697,0.5193513716465211,0.31546306894168596,0.41901068447789397,0.6995156685592785,-0.2533835180341075,0.845954110801979
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31360-Na320-Cl160-F160-2-allSk.dat,2,main,31360,320,160,160,640,0.98,0.01,0.005,0.005,0.02,0.5,467,0.8270509332465282,1,0.24452703161864242,0.24452703161864242,0.0630871288488084,0.006591806084621857,-0.05401678298346527,0.063339004548871,0.5396959977521849,0.3282156659648126,0.43502973361480674,0.6994936535990961,-0.23532660740834055,0.8505515567219549
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31296-Na352-Cl320-F32-2-allSk.dat,2,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,89,0.9086751055689459,1,0.2551535003183825,0.2551535003183825,0.0600633959327537,-0.02140780208048336,-0.033547782814282,0.03508575705463167,0.37538441009404677,0.3542001975919524,0.12492986835859643,0.41576260043768604,-0.14000762721535623,0.8570884902502611
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31296-Na352-Cl320-F32-2-allSk.dat,2,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,229,0.8702979999967839,1,0.2551535003183825,0.2551535003183825,0.06048642932855855,-0.026940224865313903,-0.03963060074121638,0.035972345736951926,0.439987610250964,0.4130379290368267,0.1531331998122078,0.4749541164264971,-0.13204495717992945,0.9254481849515965
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31296-Na352-Cl320-F32-2-allSk.dat,2,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,467,0.8499764273576688,1,0.2551535003183825,0.2551535003183825,0.06050836744131889,-0.029563297722933465,-0.041406263409459215,0.03288773565824176,0.44733826642430397,0.41928097207462656,0.1577703327721812,0.47776283230774286,-0.12022106535852954,0.903437386119758
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31296-Na352-Cl32-F320-2-allSk.dat,2,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,86,0.9519353741457307,1,0.2551535003183825,0.2551535003183825,0.062466709479676974,0.04851709773562074,-0.046630423858995344,0.06563099615800341,0.5639313102169805,0.03525313805778707,0.5803081268226586,0.9485363043918265,-0.2629797134029236,0.6917937853538056
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31296-Na352-Cl32-F320-2-allSk.dat,2,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,228,0.924597109446737,1,0.2551535003183825,0.2551535003183825,0.06157054202830839,0.047278093917706994,-0.03779418368404534,0.0615372535003462,0.60069506487672,0.1049564923900133,0.5968241419773898,0.8910262745760807,-0.17168795037995052,0.6802469379081066
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31296-Na352-Cl32-F320-2-allSk.dat,2,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,467,0.8552852935219896,1,0.2551535003183825,0.2551535003183825,0.060788941053210345,0.04248757426440492,-0.037546110719291245,0.05643446654117662,0.589858250016938,0.12544154090502363,0.5789804535378207,0.9180267804589213,-0.158741359898868,0.6574382482033274
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31040-Na480-Cl320-F160-2-allSk.dat,2,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,86,0.9433307211620158,1,0.2998682691886077,0.2998682691886077,0.06800020440314504,-0.013645620599169902,-0.0762996931295909,0.08426915265020199,0.523995854985609,0.40952994157954953,0.328424646210908,0.6920057743219055,-0.26931728525004023,0.9497203310772365
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31040-Na480-Cl320-F160-2-allSk.dat,2,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,228,0.8825385319551371,1,0.2998682691886077,0.2998682691886077,0.06452299347391627,-0.0107718460281747,-0.06430686950851461,0.07228626240059062,0.5206493818762475,0.3794251634855958,0.36520297023203285,0.6102579610335355,-0.20585142421259825,0.923667975472219
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31040-Na480-Cl320-F160-2-allSk.dat,2,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,467,0.8089213149696566,1,0.2998682691886077,0.2998682691886077,0.06384651132050576,-0.012574237700892263,-0.0641132475615658,0.06889060566495667,0.5142786256312148,0.37322784562537914,0.3629328277012547,0.6056469858679332,-0.21006459000218686,0.9256942894686507
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31040-Na480-Cl160-F320-2-allSk.dat,2,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,86,0.9443499846947001,1,0.2998682691886077,0.2998682691886077,0.06313164817205395,0.023652862170116834,-0.05158420908873225,0.06544426568537004,0.55316640876477,0.2553141812958676,0.4969533332333557,0.6568622027455835,-0.15177698373087864,0.7159635806226523
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31040-Na480-Cl160-F320-2-allSk.dat,2,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,228,0.8802714303048315,1,0.2998682691886077,0.2998682691886077,0.0634028349982916,0.023503562404106233,-0.0582822969677331,0.06999767492287348,0.5652207938018203,0.26131378083392603,0.5074745219674979,0.7222812636085241,-0.19068726652127913,0.7563630773847143
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31040-Na480-Cl160-F320-2-allSk.dat,2,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,467,0.8074613506640804,1,0.2998682691886077,0.2998682691886077,0.06331000549435563,0.021165210817613814,-0.06325921452375691,0.07065300296307733,0.5542647245220238,0.25338054872214144,0.49966577452942607,0.7541202086759435,-0.22291698582674477,0.7695892070845773
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30976-Na512-Cl480-F32-2-allSk.dat,2,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,86,0.8598507993147335,1,0.3102221138316356,0.3102221138316356,0.060976039548642655,-0.03893442704319799,-0.04817735792663261,0.03085239674132998,0.48222966185623506,0.44855667157914014,0.19166612856870052,0.47542994087652096,-0.047105556986581906,0.9491035519976582
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30976-Na512-Cl480-F32-2-allSk.dat,2,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,228,0.7808031926093354,1,0.3102221138316356,0.3102221138316356,0.06041779892548374,-0.03972700947937696,-0.04942676660433443,0.03252100599796024,0.4642313507584118,0.4396345557642225,0.1542280901415181,0.47574778686772423,-0.08402503247684151,0.9423399120134169
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30976-Na512-Cl480-F32-2-allSk.dat,2,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,467,0.7290120594240218,1,0.3102221138316356,0.3102221138316356,0.060397531788408704,-0.04020277096297195,-0.05017413903082554,0.033512521024794864,0.4480981931060093,0.4257307116808622,0.14354481611502573,0.4649547366710166,-0.09783910514365242,0.9531084892893052
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30976-Na512-Cl32-F480-2-allSk.dat,2,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,86,0.9688834156009669,1,0.3102221138316356,0.3102221138316356,0.060432688287692916,0.05421125326440249,-0.0380199400835457,0.06580584793650862,0.5571630763950012,0.03339503362445887,0.5668129903283037,0.792822533578298,-0.17021565551683035,0.6293514324601763
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30976-Na512-Cl32-F480-2-allSk.dat,2,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,228,0.9155120448351454,1,0.3102221138316356,0.3102221138316356,0.06036606140854524,0.05318738139260633,-0.04022546090063489,0.06531786064063086,0.5912363946707659,0.0694227519641913,0.5927014452480777,0.90148889533394,-0.1610639219732311,0.6537259462901774
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30976-Na512-Cl32-F480-2-allSk.dat,2,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,467,0.8473233351814489,1,0.3102221138316356,0.3102221138316356,0.05929720431193005,0.049684317623656396,-0.04098233790752563,0.061895336740059675,0.6067044892868871,0.09121253391427242,0.6030507271662802,0.934032526569607,-0.14696226139724658,0.6607736055897081
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl480-F160-2-allSk.dat,2,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,86,0.9091149095215478,1,0.34843836150328816,0.34843836150328816,0.06590138695153688,-0.009437048770220113,-0.06420393491426037,0.09233037977690409,0.46744612536958685,0.3223230902277826,0.3766122820120467,0.5017763960405619,-0.22445603152549082,1.1419938146915252
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl480-F160-2-allSk.dat,2,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,228,0.7997103025763979,1,0.34843836150328816,0.34843836150328816,0.06527877391608028,-0.018492144272615654,-0.06603042930691641,0.07738376985993292,0.4809205153481789,0.35679287942149357,0.343857635759535,0.5215015981334482,-0.18968150535251177,1.016253276045768
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl480-F160-2-allSk.dat,2,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,467,0.723446238840414,1,0.34843836150328816,0.34843836150328816,0.06381596457920011,-0.022726217176183172,-0.0664285000218906,0.06960510275613838,0.4686294712812844,0.3561685874231624,0.32035685308561407,0.523658918266853,-0.19466667742842225,0.9778862820178771
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl320-F320-2-allSk.dat,2,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,86,0.9490804787542402,1,0.34843836150328816,0.34843836150328816,0.0652643232808578,0.00022436543461523684,-0.07698364416728057,0.07730094480784117,0.4805358853979037,0.27937368532172335,0.40020668101495516,0.6367548361278863,-0.24166078137575187,0.8076384974194244
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl320-F320-2-allSk.dat,2,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,228,0.8474489607353929,1,0.34843836150328816,0.34843836150328816,0.06518047383459748,0.004240658259295246,-0.07622253491563835,0.08221973133932323,0.5012732892744366,0.2856309702107623,0.4232765139365178,0.6455268296945482,-0.24158363778870268,0.8401870244317304
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl320-F320-2-allSk.dat,2,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,467,0.7532021133390331,1,0.34843836150328816,0.34843836150328816,0.06465211097846238,0.0024216959579600045,-0.07559193831286165,0.07901673358055278,0.5010334530907098,0.2826377357845593,0.4259305687789465,0.6410556358026922,-0.24134551661774484,0.8437023036142174
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl160-F480-2-allSk.dat,2,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,86,0.9729926369050582,1,0.34843836150328816,0.34843836150328816,0.06245227621066723,0.03702503684608084,-0.06102074194422333,0.0779831717673292,0.5483570110724797,0.17457881279888682,0.532395011345187,0.7097657511471118,-0.20819719835787676,0.7349595147471611
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl160-F480-2-allSk.dat,2,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,228,0.9096711996391963,1,0.34843836150328816,0.34843836150328816,0.06257811590043381,0.03286921432547262,-0.0677013386971545,0.07704148559902642,0.5754785033943688,0.1983387986655824,0.5499943788948425,0.7771819969159727,-0.21968431752812576,0.7619136052770393
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl160-F480-2-allSk.dat,2,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,467,0.8348821456380026,1,0.34843836150328816,0.34843836150328816,0.06249860234624072,0.02992629288358792,-0.07199343500239541,0.07612133558289295,0.5609471991288385,0.18987507872150905,0.5381016050241385,0.7971346176028731,-0.24097703042885898,0.7604743664107304
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30656-Na672-Cl640-F32-2-allSk.dat,2,main,30656,672,640,32,1344,0.958,0.021,0.02,0.001,0.042,0.047619047619047616,86,0.8769173905495445,1,0.35769732802471965,0.35769732802471965,0.05766377573426696,-0.03317431878720614,-0.0388211433575566,0.02158960405255437,0.37433160269334,0.3384773836734629,0.20168602687608495,0.35123810533468286,-0.019686327918911423,1.012281419682633
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30656-Na672-Cl640-F32-2-allSk.dat,2,main,30656,672,640,32,1344,0.958,0.021,0.02,0.001,0.042,0.047619047619047616,228,0.770956699352325,1,0.35769732802471965,0.35769732802471965,0.05936273471909606,-0.041991569225233186,-0.0485282261018469,0.024595280257809122,0.41570614732759503,0.382690405489305,0.19356136496507897,0.39849425910017555,-0.028412753094729105,1.0140753012669113
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30656-Na672-Cl640-F32-2-allSk.dat,2,main,30656,672,640,32,1344,0.958,0.021,0.02,0.001,0.042,0.047619047619047616,467,0.7170876686252102,1,0.35769732802471965,0.35769732802471965,0.05994737258652388,-0.04631446425860039,-0.05325200188214113,0.025910654056465386,0.4195509057121518,0.3930437645428198,0.16487863201288266,0.4146385191385803,-0.05316702731955356,0.9933389861760245
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30656-Na672-Cl32-F640-2-allSk.dat,2,main,30656,672,32,640,1344,0.958,0.021,0.001,0.02,0.042,0.9523809523809523,86,0.9655380006806766,1,0.35769732802471965,0.35769732802471965,0.060168043697338344,0.06334279285369435,-0.04647514191323318,0.07529920563321225,0.6712639661012239,0.05756582520767578,0.6749687713256779,1.0030782410703656,-0.16530769570793685,0.7286011013141263
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30656-Na672-Cl32-F640-2-allSk.dat,2,main,30656,672,32,640,1344,0.958,0.021,0.001,0.02,0.042,0.9523809523809523,228,0.9265032099614494,1,0.35769732802471965,0.35769732802471965,0.05964035053935496,0.061667890067534405,-0.045592138128916965,0.07338549534584524,0.6593323859419712,0.06006412208709924,0.6621839037154451,0.9770966202853627,-0.15693803617162785,0.7136289976518178
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30656-Na672-Cl32-F640-2-allSk.dat,2,main,30656,672,32,640,1344,0.958,0.021,0.001,0.02,0.042,0.9523809523809523,461,0.8611023595967149,1,0.35769732802471965,0.35769732802471965,0.05825512756107563,0.05748247802408667,-0.044382906777365595,0.06882633188113962,0.6418257315457228,0.05487200657419082,0.6454059134713317,0.9525686613211916,-0.1567737530155014,0.696399938823034
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl640-F160-2-allSk.dat,2,main,30400,800,640,160,1600,0.95,0.025,0.02,0.005,0.05,0.2,86,0.9109482101960966,1,0.3909670996920168,0.3909670996920168,0.065915358813416,-0.02914959405581368,-0.07647840821578827,0.08777634260625339,0.45790641811245064,0.3681492790735041,0.2876113200858723,0.5120135399921295,-0.200820266108363,1.0447589950271872
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl640-F160-2-allSk.dat,2,main,30400,800,640,160,1600,0.95,0.025,0.02,0.005,0.05,0.2,228,0.7836794916971805,1,0.3909670996920168,0.3909670996920168,0.06434117470923664,-0.032415658149912666,-0.07223175741141956,0.07197989966423926,0.4403547597960191,0.3589096414017612,0.2668438943159679,0.4922142518249792,-0.18188214769554756,0.960445382462369
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl640-F160-2-allSk.dat,2,main,30400,800,640,160,1600,0.95,0.025,0.02,0.005,0.05,0.2,467,0.687297802638394,1,0.3909670996920168,0.3909670996920168,0.06371871612627845,-0.03423007921614718,-0.07220667479374515,0.06787256558498235,0.42712362969537654,0.3471881413718475,0.26070118805161413,0.48053326700146537,-0.1847302489136719,0.952406076125709
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl480-F320-2-allSk.dat,2,main,30400,800,480,320,1600,0.95,0.025,0.015,0.01,0.05,0.4,86,0.9269073760306608,1,0.3909670996920168,0.3909670996920168,0.06229354930196812,-0.007100752685097057,-0.06751364949869396,0.07145972017922324,0.5154632488153092,0.32131480107770644,0.42149030346110405,0.5380797079862162,-0.15096705409126332,0.8513308105536914
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl480-F320-2-allSk.dat,2,main,30400,800,480,320,1600,0.95,0.025,0.015,0.01,0.05,0.4,228,0.8408385861078713,1,0.3909670996920168,0.3909670996920168,0.06474269545248743,-0.009918086279605637,-0.08012927335184127,0.08245604524919256,0.4787572192911763,0.29620770401008734,0.39420276325137804,0.5735340177917765,-0.23408734427865707,0.9099865702662011
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl480-F320-2-allSk.dat,2,main,30400,800,480,320,1600,0.95,0.025,0.015,0.01,0.05,0.4,467,0.7237766349133942,1,0.3909670996920168,0.3909670996920168,0.06549385164794364,-0.011024802489605856,-0.08255566409480153,0.08367788289411034,0.4736562168585535,0.2887674121356707,0.3952498295476524,0.5755411448030725,-0.24830969718177334,0.9290608812221258
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl320-F480-2-allSk.dat,2,main,30400,800,320,480,1600,0.95,0.025,0.01,0.015,0.05,0.6,86,0.958391274379514,1,0.3909670996920168,0.3909670996920168,0.07026631687675858,0.03980792712118905,-0.09286812327114988,0.12721831805720307,0.5926208199620351,0.1497373399184724,0.6428101626956033,0.662024276804228,-0.34723048389858846,1.1133768545280616
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl320-F480-2-allSk.dat,2,main,30400,800,320,480,1600,0.95,0.025,0.01,0.015,0.05,0.6,228,0.9034045593255793,1,0.3909670996920168,0.3909670996920168,0.06722716429969067,0.026571986411282486,-0.0864842369774664,0.10491837074509347,0.5871017362610365,0.2149660386824841,0.5824260467563256,0.6707321066002196,-0.27013050915171705,0.9724694302882
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl320-F480-2-allSk.dat,2,main,30400,800,320,480,1600,0.95,0.025,0.01,0.015,0.05,0.6,461,0.8205374433219647,1,0.3909670996920168,0.3909670996920168,0.06590342525263512,0.017989149689342773,-0.08587895041887385,0.09334376177709124,0.5611547506080293,0.23040011478667363,0.5363267619480167,0.684393136388695,-0.2613593866940843,0.9057939180124266
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl160-F640-2-allSk.dat,2,main,30400,800,160,640,1600,0.95,0.025,0.005,0.02,0.05,0.8,86,0.9735019044514973,1,0.3909670996920168,0.3909670996920168,0.06409363104593066,0.04996244934631244,-0.07717510367185727,0.09444726836630092,0.6733095901719564,0.13471862565644888,0.685423693935285,0.7875874135615117,-0.2431737043791724,0.8879138387037401
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl160-F640-2-allSk.dat,2,main,30400,800,160,640,1600,0.95,0.025,0.005,0.02,0.05,0.8,228,0.9340788177566812,1,0.3909670996920168,0.3909670996920168,0.06366042768936074,0.0438658069730304,-0.0803988696460686,0.08924289796282443,0.6343818354319996,0.1531253826020254,0.6326977625575052,0.8354958831634123,-0.24654855929230984,0.8306518827914564
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl160-F640-2-allSk.dat,2,main,30400,800,160,640,1600,0.95,0.025,0.005,0.02,0.05,0.8,461,0.8659195381622642,1,0.3909670996920168,0.3909670996920168,0.06277643439216289,0.0405388108089937,-0.08068913198562977,0.08566833434077145,0.6067634209166298,0.14435303880371816,0.6062056083130921,0.8286226667031972,-0.25291972958970915,0.8042183390596973
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30336-Na832-Cl800-F32-2-allSk.dat,2,main,30336,832,800,32,1664,0.948,0.026,0.025,0.001,0.052,0.038461538461538464,86,0.9375554316991762,1,0.39869211779766894,0.39869211779766894,0.06344646845258722,-0.059595798932411154,-0.06482109415015855,0.020225329066276297,0.4258488136025851,0.3994351491787918,0.17423566450595934,0.4088800727396989,-0.0076727436209903955,0.9267947713846445
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30336-Na832-Cl800-F32-2-allSk.dat,2,main,30336,832,800,32,1664,0.948,0.026,0.025,0.001,0.052,0.038461538461538464,228,0.8266393142010745,1,0.39869211779766894,0.39869211779766894,0.0607012881917512,-0.051444376343865145,-0.05741237168690494,0.02474597959254509,0.3874740061245535,0.3678754286579016,0.1363603749495595,0.3841460006158158,-0.0449260137811278,0.9199342816542716
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30336-Na832-Cl800-F32-2-allSk.dat,2,main,30336,832,800,32,1664,0.948,0.026,0.025,0.001,0.052,0.038461538461538464,467,0.7322839167805824,1,0.39869211779766894,0.39869211779766894,0.06061684423657407,-0.05271201692435781,-0.059414767719352335,0.02829423569862744,0.38126995394563923,0.3639501898441826,0.1243519858945224,0.3844694181215399,-0.06655797061641325,0.9668630557122508
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30336-Na832-Cl32-F800-2-allSk.dat,2,main,30336,832,32,800,1664,0.948,0.026,0.001,0.025,0.052,0.9615384615384616,86,0.9690712093797949,1,0.39869211779766894,0.39869211779766894,0.055444331016960606,0.05625251387224354,-0.030356381675962704,0.06343780951983627,0.63730313512245,0.1322957296860809,0.6234650784754302,0.9144540756618802,-0.04797511368551147,0.6454071429750774
